id,name,category,purchase_date,value,depreciation_rate,status,created_at
885,South Asset,Vehicles,2021-12-12,58461.50,15.0,Active,2017-07-01T12:50:20
886,Three Asset,Tools,2017-08-26,59117.65,30.0,Disposed,2021-09-09T17:10:47
887,Present Asset,Tools,2025-04-06,35115.26,20.0,Disposed,2024-03-31T16:27:05
888,Seek Asset,IT Equipment,2017-04-03,6028.56,30.0,Retired,2019-09-20T08:12:57
889,Share Asset,Office Equipment,2017-06-18,489.16,30.0,Disposed,2016-12-07T19:46:26
890,Rest Asset,Tools,2016-02-07,9082.36,25.0,Active,2015-11-05T23:21:17
891,Across Asset,Tools,2016-11-20,35325.46,25.0,Disposed,2024-11-13T15:23:32
892,When Asset,IT Equipment,2019-04-01,64890.46,20.0,Retired,2016-12-25T19:43:20
893,Occur Asset,Tools,2018-05-27,60420.80,5.0,Active,2024-09-24T14:07:04
894,See Asset,Office Equipment,2015-12-12,58442.92,30.0,Retired,2023-06-11T19:43:55
895,Really Asset,Tools,2024-02-23,3557.06,30.0,Active,2023-05-02T07:26:03
896,Seat Asset,Vehicles,2016-11-28,30181.82,20.0,Disposed,2018-10-28T20:24:29
897,Senior Asset,Tools,2021-07-02,11568.87,15.0,Disposed,2017-10-13T02:15:22
898,Relate Asset,IT Equipment,2020-10-31,58692.48,25.0,Active,2021-06-25T07:41:05
899,The Asset,Office Equipment,2023-07-21,10550.32,20.0,Retired,2021-04-25T12:32:14
900,Popular Asset,Tools,2020-06-09,36000.92,25.0,Retired,2021-12-22T10:34:37
901,Computer Asset,Furniture,2022-10-24,25712.34,10.0,Disposed,2016-08-20T23:00:20
902,Set Asset,IT Equipment,2022-10-14,29680.61,5.0,Retired,2016-11-14T04:04:31
903,Senior Asset,Furniture,2020-06-22,14896.13,30.0,Retired,2024-07-11T19:25:23
904,Culture Asset,Tools,2023-05-24,49314.91,30.0,Retired,2021-02-26T22:38:26
905,Recently Asset,Vehicles,2020-12-14,47398.91,15.0,Disposed,2016-03-31T23:49:57
906,Kid Asset,Vehicles,2024-06-07,2809.68,10.0,Active,2022-03-03T06:12:06
907,Him Asset,IT Equipment,2015-12-19,32417.78,15.0,Active,2024-05-05T22:14:38
908,Right Asset,Furniture,2016-07-07,68609.05,30.0,Retired,2019-03-24T03:39:41
909,Pull Asset,Office Equipment,2021-06-17,49943.45,30.0,Disposed,2022-05-26T13:33:52
910,Today Asset,Furniture,2023-06-11,55288.17,10.0,Disposed,2018-12-31T00:56:08
911,Factor Asset,Tools,2017-03-11,24512.93,30.0,Disposed,2020-02-02T08:12:43
912,Member Asset,Office Equipment,2024-07-31,40724.72,15.0,Retired,2018-01-08T23:50:05
913,Arm Asset,Furniture,2018-12-31,77020.40,15.0,Active,2018-03-18T18:10:36
914,Interesting Asset,Office Equipment,2018-03-30,37639.57,25.0,Disposed,2017-08-15T10:54:23
915,Spring Asset,Furniture,2025-08-02,28865.51,10.0,Disposed,2017-08-29T14:37:04
916,Sit Asset,Tools,2018-06-02,78655.43,25.0,Disposed,2023-02-12T15:18:52
917,Court Asset,IT Equipment,2020-02-03,42653.00,30.0,Disposed,2023-03-19T21:06:05
918,Gas Asset,IT Equipment,2022-06-28,49751.13,5.0,Retired,2021-04-04T21:18:21
919,Join Asset,Office Equipment,2018-10-11,40084.77,15.0,Retired,2019-11-24T00:11:44
920,Dog Asset,Office Equipment,2017-11-22,73554.83,25.0,Active,2024-02-12T15:21:54
921,Investment Asset,Tools,2024-04-05,46839.92,10.0,Retired,2017-04-08T23:38:17
922,Population Asset,Tools,2023-08-19,4184.78,25.0,Active,2021-08-31T19:16:33
923,Gun Asset,IT Equipment,2019-09-21,35536.89,25.0,Active,2017-07-20T08:20:42
924,Get Asset,IT Equipment,2024-05-17,72329.41,15.0,Active,2017-07-24T05:22:43
925,Not Asset,Furniture,2016-09-12,1939.59,15.0,Retired,2018-11-20T12:52:36
926,Decide Asset,Vehicles,2023-09-18,56504.11,5.0,Retired,2020-05-25T11:51:40
927,Trial Asset,Vehicles,2019-06-27,60060.22,25.0,Retired,2017-06-01T00:27:21
928,Manage Asset,Tools,2024-03-05,30848.92,30.0,Retired,2018-10-31T01:35:28
929,Else Asset,Office Equipment,2021-06-04,19981.29,30.0,Retired,2019-12-23T02:15:22
930,Term Asset,Tools,2025-01-27,75610.49,30.0,Retired,2016-02-28T23:05:01
931,Pull Asset,Tools,2021-08-03,29108.61,20.0,Active,2022-06-20T18:21:24
932,Again Asset,IT Equipment,2020-10-19,19207.89,30.0,Retired,2021-04-29T11:52:15
933,Site Asset,Vehicles,2024-12-21,63846.99,10.0,Retired,2017-05-05T10:28:35
934,Safe Asset,Office Equipment,2024-11-28,59669.90,15.0,Retired,2025-07-12T21:28:48
935,Very Asset,IT Equipment,2017-06-02,29749.64,30.0,Disposed,2025-03-27T12:37:38
936,Ahead Asset,IT Equipment,2019-09-16,76755.00,30.0,Retired,2017-12-30T21:17:19
937,Send Asset,Vehicles,2024-10-02,2630.81,30.0,Active,2016-03-23T20:18:52
938,Hold Asset,Vehicles,2024-02-02,286.91,30.0,Active,2019-06-24T13:34:36
939,Beyond Asset,IT Equipment,2018-08-04,20574.11,10.0,Retired,2018-02-05T11:25:56
940,Let Asset,Tools,2016-01-22,75430.45,25.0,Retired,2023-10-08T18:03:37
941,Chair Asset,IT Equipment,2025-04-28,23389.90,30.0,Retired,2022-06-12T21:13:55
942,But Asset,IT Equipment,2020-08-20,10954.05,10.0,Retired,2024-12-12T08:22:04
943,Structure Asset,IT Equipment,2019-04-29,49762.56,30.0,Active,2021-11-01T16:22:54
944,Site Asset,IT Equipment,2018-07-10,8453.13,25.0,Disposed,2021-03-28T11:39:17
945,Cause Asset,Office Equipment,2023-01-01,26915.28,20.0,Active,2016-11-11T06:08:35
946,Likely Asset,Furniture,2020-07-22,11218.98,30.0,Active,2018-07-18T04:10:53
947,Reflect Asset,Furniture,2018-12-25,3264.02,30.0,Retired,2020-11-08T11:46:06
948,Course Asset,IT Equipment,2024-06-26,10384.39,25.0,Active,2017-08-05T17:51:08
949,The Asset,Furniture,2024-02-13,46463.72,20.0,Active,2019-04-24T02:48:33
950,Stock Asset,Office Equipment,2018-08-27,3688.12,20.0,Active,2016-12-03T14:36:00
951,Industry Asset,Tools,2022-06-24,69256.87,10.0,Active,2020-11-22T16:06:30
952,Sit Asset,IT Equipment,2024-06-01,935.87,25.0,Disposed,2020-01-04T13:34:42
953,Power Asset,Office Equipment,2017-09-19,78374.88,15.0,Active,2023-06-05T01:23:05
954,Again Asset,Office Equipment,2022-10-17,73671.19,5.0,Active,2017-06-02T19:13:47
955,Same Asset,Vehicles,2021-12-15,29187.20,5.0,Disposed,2020-03-09T22:00:43
956,Response Asset,Tools,2025-05-06,40801.41,25.0,Active,2016-10-31T13:30:45
957,Beautiful Asset,Office Equipment,2020-03-28,59790.66,20.0,Retired,2018-11-26T23:57:34
958,Generation Asset,Office Equipment,2018-11-02,45157.23,20.0,Disposed,2017-08-21T05:38:00
959,Carry Asset,Tools,2021-10-12,73491.26,25.0,Active,2021-08-21T02:16:52
960,Sound Asset,Furniture,2020-04-24,55968.02,30.0,Disposed,2017-02-05T14:12:05
961,Hotel Asset,Tools,2022-08-05,50640.10,5.0,Retired,2017-02-03T10:36:37
962,Take Asset,IT Equipment,2021-03-01,32873.19,30.0,Retired,2019-12-15T08:01:33
963,Test Asset,Furniture,2022-01-25,30587.81,30.0,Disposed,2016-07-16T07:15:15
964,Mean Asset,Vehicles,2015-12-03,14778.58,20.0,Active,2018-10-16T10:56:12
965,He Asset,IT Equipment,2024-02-29,41057.44,10.0,Disposed,2022-03-19T11:03:45
966,Authority Asset,Furniture,2018-08-22,40299.63,30.0,Retired,2021-12-03T04:19:14
967,Role Asset,Furniture,2025-01-07,43468.02,10.0,Retired,2022-06-21T03:51:44
968,Method Asset,Office Equipment,2022-11-06,41596.80,15.0,Disposed,2024-02-20T09:58:56
969,War Asset,Office Equipment,2020-09-17,6945.92,20.0,Active,2018-01-24T03:33:17
970,Different Asset,Furniture,2020-11-29,17873.39,20.0,Retired,2020-02-23T00:44:15
971,Public Asset,Office Equipment,2023-11-21,55397.55,15.0,Retired,2024-04-02T09:59:13
972,Prove Asset,Vehicles,2023-11-18,23997.08,15.0,Retired,2024-07-05T10:06:16
973,Draw Asset,IT Equipment,2020-01-28,33073.30,25.0,Active,2025-05-09T17:08:52
974,Attack Asset,Vehicles,2023-03-09,9658.44,15.0,Active,2021-10-23T18:42:01
975,Most Asset,IT Equipment,2017-01-19,53572.74,15.0,Retired,2023-11-22T09:04:36
976,Wide Asset,Vehicles,2017-05-09,52507.91,25.0,Active,2019-07-12T20:29:11
977,White Asset,Vehicles,2018-03-09,12621.47,5.0,Retired,2022-12-01T03:07:57
978,Century Asset,Office Equipment,2018-02-10,23941.77,5.0,Active,2021-06-19T01:21:34
979,Human Asset,Furniture,2016-04-08,75641.30,5.0,Active,2024-12-28T09:50:31
980,Outside Asset,Office Equipment,2022-10-27,17941.81,5.0,Disposed,2024-08-17T06:00:37
981,Head Asset,Office Equipment,2015-11-12,42313.95,30.0,Active,2021-11-04T00:46:36
982,Us Asset,IT Equipment,2019-07-28,57522.59,20.0,Disposed,2022-12-12T04:11:37
983,Accept Asset,IT Equipment,2016-05-04,51649.87,30.0,Active,2018-04-23T22:42:57
984,Out Asset,Furniture,2017-10-25,74661.90,30.0,Retired,2018-12-05T01:59:00
985,Care Asset,IT Equipment,2023-09-22,54297.79,10.0,Retired,2023-07-08T17:34:14
986,Piece Asset,Furniture,2018-11-30,33302.34,10.0,Retired,2019-05-14T10:01:09
987,South Asset,Tools,2023-06-28,28996.71,25.0,Retired,2017-06-07T21:43:14
988,Sense Asset,Vehicles,2021-10-19,48719.91,15.0,Disposed,2019-11-29T07:58:22
989,Another Asset,IT Equipment,2024-06-03,16648.73,30.0,Active,2021-11-18T11:00:54
990,Prove Asset,Vehicles,2021-05-23,2102.32,10.0,Disposed,2021-02-07T19:40:27
991,Six Asset,Vehicles,2025-03-12,59398.58,30.0,Disposed,2017-05-13T02:41:59
992,Production Asset,Furniture,2020-05-16,41037.20,15.0,Disposed,2019-03-02T02:04:24
993,Right Asset,Furniture,2021-08-30,25811.47,10.0,Active,2023-09-01T04:58:08
994,Trip Asset,IT Equipment,2021-07-19,38126.50,20.0,Disposed,2022-08-29T19:20:09
995,Million Asset,Tools,2024-10-11,67099.50,5.0,Active,2021-06-30T08:38:23
996,Over Asset,Tools,2015-12-04,9043.34,5.0,Retired,2020-09-19T20:00:46
997,Two Asset,Tools,2022-08-28,77098.62,10.0,Disposed,2021-08-31T07:44:35
998,Recognize Asset,IT Equipment,2022-04-15,64340.61,5.0,Retired,2019-02-27T22:37:36
999,Huge Asset,Office Equipment,2017-12-31,64141.63,5.0,Retired,2024-08-01T01:28:07
1000,Three Asset,Furniture,2019-12-03,53339.50,5.0,Active,2023-04-19T04:40:04
1001,Board Asset,IT Equipment,2020-02-09,24155.68,10.0,Disposed,2022-03-10T12:24:36
1002,Door Asset,Tools,2019-03-14,4428.20,20.0,Disposed,2016-03-19T20:28:33
1003,Popular Asset,Vehicles,2020-03-03,22104.26,5.0,Active,2018-01-01T21:11:11
1004,Authority Asset,Furniture,2019-10-02,36759.65,10.0,Retired,2022-11-21T08:38:27
1005,Fill Asset,IT Equipment,2018-01-01,10506.75,5.0,Disposed,2019-06-30T21:52:59
1006,Group Asset,Tools,2017-09-13,74550.19,25.0,Active,2022-06-02T20:40:00
1007,Myself Asset,IT Equipment,2018-01-13,50720.47,30.0,Active,2015-12-03T00:42:59
1008,Police Asset,Tools,2015-12-18,21830.14,25.0,Disposed,2016-09-11T13:34:26
1009,Impact Asset,Vehicles,2020-10-11,66370.43,5.0,Active,2017-10-04T17:08:34
1010,Arrive Asset,Office Equipment,2025-10-25,71686.63,25.0,Retired,2024-09-15T05:26:28
1011,Many Asset,IT Equipment,2023-11-01,54761.62,5.0,Disposed,2016-06-07T00:46:20
1012,Role Asset,Furniture,2019-12-29,11468.33,15.0,Active,2016-04-13T03:13:26
1013,Ready Asset,Tools,2015-11-27,15541.26,5.0,Retired,2024-08-09T18:32:16
1014,I Asset,Office Equipment,2023-09-23,34619.66,5.0,Active,2023-12-02T23:12:02
1015,Break Asset,Furniture,2021-06-22,78758.56,5.0,Active,2017-08-18T20:06:50
1016,Total Asset,Office Equipment,2017-08-22,47389.24,20.0,Disposed,2025-03-20T10:48:41
1017,Piece Asset,Tools,2019-12-09,64018.18,30.0,Retired,2021-11-20T03:19:00
1018,Marriage Asset,Office Equipment,2020-05-19,72488.09,30.0,Active,2023-12-02T05:58:00
1019,Late Asset,Furniture,2018-03-30,44030.30,25.0,Disposed,2025-07-26T07:44:40
1020,Lose Asset,Office Equipment,2018-11-28,72916.44,20.0,Retired,2023-05-23T09:22:15
1021,Development Asset,Vehicles,2019-11-14,20974.79,30.0,Disposed,2017-10-14T16:43:37
1022,Bring Asset,Furniture,2018-03-08,14754.69,10.0,Active,2025-01-05T23:39:53
1023,Understand Asset,Furniture,2020-12-22,21310.31,30.0,Active,2024-01-15T05:48:18
1024,Change Asset,Vehicles,2022-04-18,36093.18,25.0,Active,2018-07-20T15:28:04
1025,Leave Asset,IT Equipment,2025-03-30,57600.19,15.0,Disposed,2024-07-01T00:21:29
1026,Manage Asset,Furniture,2023-07-14,77413.65,15.0,Active,2016-01-02T16:04:01
1027,Professional Asset,Vehicles,2023-07-07,49222.62,25.0,Retired,2019-11-21T01:38:32
1028,Operation Asset,IT Equipment,2020-12-02,58637.79,30.0,Active,2019-06-30T18:17:53
1029,Stay Asset,Furniture,2020-03-03,38442.30,25.0,Active,2020-04-07T03:48:43
1030,I Asset,Office Equipment,2024-12-01,20761.98,15.0,Active,2022-11-27T14:54:17
1031,Media Asset,IT Equipment,2018-11-17,38119.16,5.0,Active,2018-08-28T00:59:23
1032,Production Asset,Furniture,2017-08-26,37070.61,20.0,Active,2022-01-12T05:58:07
1033,Pick Asset,IT Equipment,2018-02-05,75011.42,30.0,Disposed,2022-10-05T08:44:34
1034,Social Asset,Furniture,2018-10-18,53367.35,25.0,Disposed,2019-02-18T12:12:07
1035,Want Asset,Furniture,2023-02-02,58109.86,25.0,Retired,2020-11-13T12:26:04
1036,Material Asset,Tools,2016-12-12,76159.07,20.0,Retired,2015-12-22T12:07:28
1037,Mention Asset,IT Equipment,2023-09-05,3849.47,30.0,Active,2019-09-28T08:11:36
1038,Start Asset,IT Equipment,2022-10-19,59421.40,10.0,Retired,2019-12-14T08:33:57
1039,Let Asset,Office Equipment,2024-10-14,41073.16,30.0,Active,2019-05-26T03:11:33
1040,Majority Asset,Furniture,2016-01-14,33728.94,15.0,Active,2018-07-07T23:07:38
1041,Important Asset,Tools,2017-04-04,30109.63,5.0,Disposed,2016-02-18T03:29:28
1042,Agent Asset,Vehicles,2017-02-26,76895.06,10.0,Disposed,2019-10-29T05:54:54
1043,Bad Asset,Office Equipment,2019-06-04,15831.83,10.0,Active,2020-10-26T03:54:53
1044,Adult Asset,Office Equipment,2016-10-02,26961.90,15.0,Active,2021-06-09T02:57:42
1045,Choice Asset,Vehicles,2022-05-14,17108.17,25.0,Disposed,2021-07-31T03:55:30
1046,Almost Asset,Vehicles,2019-07-31,75038.02,15.0,Disposed,2018-10-09T23:29:30
1047,Matter Asset,IT Equipment,2023-01-03,76951.14,15.0,Disposed,2016-12-27T16:47:32
1048,Hand Asset,IT Equipment,2018-10-11,43576.77,15.0,Active,2019-09-23T05:56:09
1049,Policy Asset,Furniture,2023-08-19,77053.02,25.0,Retired,2025-09-13T20:37:57
1050,Wrong Asset,Vehicles,2022-11-26,13156.49,5.0,Active,2019-03-26T22:58:15
1051,Environmental Asset,Tools,2020-10-20,46348.04,25.0,Disposed,2020-03-19T14:13:14
1052,Some Asset,Tools,2022-01-12,35558.02,25.0,Disposed,2016-02-22T00:56:56
1053,Left Asset,Tools,2017-03-21,26705.79,5.0,Active,2021-02-22T18:07:43
1054,Summer Asset,Vehicles,2025-10-02,42215.73,30.0,Disposed,2017-07-26T12:21:16
1055,Dinner Asset,IT Equipment,2018-03-03,8156.16,10.0,Active,2022-11-29T17:50:15
1056,Artist Asset,IT Equipment,2022-10-13,18562.89,5.0,Disposed,2025-01-14T02:22:59
1057,Seven Asset,Furniture,2016-12-22,2375.81,10.0,Retired,2019-07-28T09:38:58
1058,Sea Asset,Office Equipment,2021-01-22,45090.19,20.0,Active,2020-02-29T08:01:34
1059,Safe Asset,Vehicles,2023-03-14,32186.18,5.0,Retired,2021-09-03T14:00:44
1060,Professor Asset,Vehicles,2024-10-09,63309.86,25.0,Active,2024-05-07T09:43:21
1061,Fill Asset,Furniture,2017-12-28,48305.20,30.0,Retired,2025-09-23T23:06:10
1062,Trade Asset,Office Equipment,2018-10-18,63387.54,20.0,Disposed,2016-04-26T14:13:14
1063,Charge Asset,Furniture,2023-05-17,48581.48,30.0,Disposed,2024-07-31T06:39:26
1064,Product Asset,IT Equipment,2025-08-17,3880.05,10.0,Active,2021-07-31T16:25:28
1065,Society Asset,Tools,2024-06-01,61046.72,20.0,Disposed,2024-11-11T19:36:04
1066,Condition Asset,Tools,2021-02-13,73849.96,5.0,Retired,2015-11-11T10:15:01
1067,Environmental Asset,Office Equipment,2019-02-22,68581.03,5.0,Active,2016-01-24T21:13:16
1068,Reach Asset,Furniture,2024-10-18,78769.76,5.0,Disposed,2025-09-04T16:10:59
1069,Order Asset,Office Equipment,2022-01-31,46923.10,10.0,Retired,2023-07-11T03:39:29
1070,Defense Asset,Tools,2018-01-20,55403.41,30.0,Active,2023-11-11T02:00:39
1071,Soon Asset,IT Equipment,2020-09-11,14204.60,10.0,Disposed,2020-05-10T12:57:53
1072,Book Asset,IT Equipment,2019-04-19,63210.63,25.0,Disposed,2023-06-30T01:01:26
1073,Teach Asset,Furniture,2021-08-20,42392.35,5.0,Retired,2022-04-09T17:34:05
1074,Course Asset,Office Equipment,2020-12-16,61519.42,5.0,Retired,2025-06-18T00:11:10
1075,Place Asset,Office Equipment,2024-04-19,17577.21,5.0,Active,2016-10-03T02:08:37
1076,Company Asset,IT Equipment,2019-03-20,50122.30,20.0,Retired,2024-12-26T16:10:51
1077,Finally Asset,IT Equipment,2020-10-21,63114.25,5.0,Active,2020-10-03T21:40:29
1078,Decision Asset,IT Equipment,2021-06-25,4622.42,15.0,Active,2019-12-08T02:21:17
1079,Through Asset,Office Equipment,2019-06-20,15841.10,30.0,Retired,2021-11-15T02:18:16
1080,Agree Asset,Vehicles,2022-10-02,59564.82,20.0,Retired,2017-01-31T23:19:28
1081,Fish Asset,Vehicles,2015-11-09,74256.27,20.0,Retired,2023-03-23T16:05:02
1082,Test Asset,Office Equipment,2018-12-13,42619.11,25.0,Active,2023-04-16T15:25:42
1083,Nation Asset,Vehicles,2022-11-02,50857.41,10.0,Retired,2022-11-23T16:36:42
1084,Story Asset,Office Equipment,2025-03-19,14723.15,25.0,Active,2022-10-12T11:02:28
1085,Or Asset,Office Equipment,2023-03-02,62504.36,15.0,Disposed,2023-05-28T18:23:56
1086,Thank Asset,Furniture,2017-02-15,9201.35,25.0,Retired,2024-09-14T01:39:11
1087,Born Asset,Furniture,2024-10-30,25822.33,25.0,Retired,2022-01-04T13:36:37
1088,Call Asset,Office Equipment,2018-04-19,58607.44,10.0,Disposed,2025-09-29T23:16:41
1089,Life Asset,Tools,2024-06-04,75001.03,10.0,Disposed,2019-09-28T18:42:32
1090,Support Asset,IT Equipment,2021-06-24,6746.98,20.0,Active,2016-07-17T04:20:29
1091,Little Asset,Vehicles,2024-03-11,76352.48,25.0,Active,2023-10-19T17:21:02
1092,Various Asset,Office Equipment,2021-11-06,14490.36,10.0,Disposed,2022-06-23T12:15:09
1093,Phone Asset,IT Equipment,2022-04-26,5328.80,15.0,Active,2022-11-13T04:06:41
1094,Camera Asset,Furniture,2016-02-25,9669.14,25.0,Disposed,2025-06-12T02:39:39
1095,Plant Asset,Vehicles,2017-04-04,76771.38,10.0,Active,2025-08-04T07:43:27
1096,Maybe Asset,Furniture,2020-10-02,8987.74,15.0,Retired,2020-12-04T06:11:18
1097,Brother Asset,Furniture,2018-02-27,78204.77,10.0,Active,2019-05-19T12:32:41
1098,Describe Asset,IT Equipment,2017-04-18,75692.85,20.0,Active,2018-03-27T04:42:04
1099,Eight Asset,Office Equipment,2018-05-26,28444.76,30.0,Active,2024-07-11T01:45:41
1100,Card Asset,IT Equipment,2020-12-12,22059.74,30.0,Active,2018-04-24T00:09:17
1101,Eight Asset,Vehicles,2024-07-13,61317.48,30.0,Retired,2023-03-13T19:27:16
1102,Several Asset,Furniture,2018-05-01,52334.51,30.0,Disposed,2019-11-02T12:51:30
1103,Wall Asset,IT Equipment,2018-03-10,53697.44,10.0,Retired,2025-07-10T01:20:22
1104,Light Asset,Office Equipment,2024-10-23,691.58,10.0,Disposed,2024-05-28T11:54:33
1105,Fund Asset,Tools,2019-12-03,18046.69,15.0,Active,2020-09-16T14:50:17
1106,Firm Asset,IT Equipment,2018-09-27,3346.87,15.0,Retired,2020-08-03T22:24:23
1107,Long Asset,IT Equipment,2023-03-28,3157.53,25.0,Retired,2016-07-01T03:49:38
1108,Table Asset,Vehicles,2023-01-09,62776.32,25.0,Retired,2022-01-01T20:21:27
1109,Catch Asset,Tools,2025-06-17,55324.34,20.0,Retired,2018-05-07T17:49:55
1110,Result Asset,Office Equipment,2023-02-07,11192.83,10.0,Disposed,2016-01-26T02:15:27
1111,Man Asset,Vehicles,2024-05-04,56928.60,5.0,Active,2019-09-16T04:02:58
1112,Song Asset,Vehicles,2025-07-17,28571.35,10.0,Active,2016-02-04T06:18:18
1113,Tell Asset,Vehicles,2023-04-19,50576.01,15.0,Active,2022-07-30T16:57:28
1114,Foreign Asset,Office Equipment,2019-11-08,1134.84,15.0,Retired,2024-07-06T18:07:19
1115,Ready Asset,IT Equipment,2016-07-18,34752.62,30.0,Active,2021-06-18T06:43:44
1116,Face Asset,Tools,2016-09-09,37493.80,10.0,Disposed,2017-05-21T09:35:02
1117,Position Asset,IT Equipment,2023-07-28,32408.22,30.0,Retired,2021-12-19T06:53:47
1118,Nothing Asset,Tools,2019-02-16,17666.53,15.0,Disposed,2023-01-05T23:05:20
1119,Cup Asset,Furniture,2023-10-11,7024.48,15.0,Retired,2015-12-01T06:18:42
1120,Network Asset,Office Equipment,2021-11-01,43827.85,30.0,Disposed,2019-07-28T04:41:16
1121,Daughter Asset,Tools,2018-07-30,14968.64,20.0,Disposed,2016-08-19T01:13:34
1122,Opportunity Asset,Tools,2019-06-30,68504.67,30.0,Disposed,2021-03-01T01:59:10
1123,Speech Asset,Vehicles,2018-10-19,78197.66,20.0,Retired,2016-03-07T07:54:24
1124,Program Asset,Furniture,2021-10-07,1543.76,30.0,Retired,2017-10-10T16:29:54
1125,Course Asset,Office Equipment,2017-10-13,42613.33,10.0,Disposed,2024-07-03T18:31:15
1126,Scene Asset,Furniture,2021-09-13,6476.55,15.0,Active,2020-02-27T09:45:31
1127,Player Asset,IT Equipment,2018-03-15,15452.90,20.0,Active,2022-06-24T00:16:05
1128,Gun Asset,IT Equipment,2017-05-25,38980.93,15.0,Disposed,2016-12-16T22:11:43
1129,Million Asset,IT Equipment,2019-02-22,78202.98,20.0,Retired,2024-06-30T04:31:38
1130,Nation Asset,Office Equipment,2017-08-01,18101.95,10.0,Active,2021-10-23T04:54:14
1131,Rate Asset,Tools,2022-05-15,14461.54,10.0,Retired,2020-04-29T03:45:04
1132,Traditional Asset,Tools,2023-08-30,68005.44,20.0,Active,2023-03-07T06:45:21
1133,Tree Asset,Office Equipment,2025-10-20,53202.34,15.0,Active,2025-03-25T18:47:56
1134,Around Asset,IT Equipment,2022-10-03,38351.78,25.0,Retired,2023-01-12T15:53:06
1135,Key Asset,IT Equipment,2016-07-01,77870.14,20.0,Disposed,2021-11-12T03:01:49
1136,Moment Asset,Office Equipment,2025-08-25,36929.62,30.0,Retired,2020-10-27T09:00:26
1137,Say Asset,Furniture,2020-04-09,1909.59,25.0,Active,2022-05-17T13:47:40
1138,Figure Asset,Office Equipment,2017-04-16,37487.66,30.0,Retired,2022-12-31T08:00:11
1139,Grow Asset,Office Equipment,2025-06-16,79249.38,15.0,Retired,2017-12-09T23:49:25
1140,Challenge Asset,Tools,2022-11-02,34343.98,30.0,Retired,2025-04-19T07:10:14
1141,Action Asset,Vehicles,2020-10-24,44764.79,10.0,Active,2018-04-20T08:47:56
1142,Teacher Asset,Office Equipment,2022-11-21,11045.01,25.0,Active,2021-06-22T01:03:20
1143,Say Asset,IT Equipment,2022-06-30,49660.30,25.0,Disposed,2015-11-29T16:47:54
1144,Need Asset,Furniture,2016-12-17,79438.06,10.0,Active,2021-09-13T12:39:28
1145,Seven Asset,Office Equipment,2023-04-19,68104.98,15.0,Disposed,2021-05-30T10:34:46
1146,Onto Asset,Vehicles,2015-12-02,12031.56,10.0,Disposed,2016-08-20T02:43:51
1147,Arm Asset,Vehicles,2017-02-15,56889.14,20.0,Disposed,2018-12-21T18:43:42
1148,Space Asset,Furniture,2021-06-15,55495.98,30.0,Retired,2023-03-17T03:21:13
1149,Campaign Asset,Vehicles,2022-08-04,13169.49,25.0,Disposed,2025-05-25T21:29:33
1150,Within Asset,Tools,2019-09-19,78947.45,5.0,Disposed,2016-07-17T13:22:30
1151,Up Asset,Tools,2022-10-21,62924.91,10.0,Disposed,2023-11-24T07:08:57
1152,Short Asset,Office Equipment,2016-02-20,39565.30,25.0,Retired,2019-01-14T02:19:42
1153,Production Asset,Tools,2021-04-01,40570.71,25.0,Active,2017-08-29T02:55:32
1154,Cause Asset,Office Equipment,2020-10-22,20856.46,10.0,Disposed,2017-02-24T11:19:09
1155,As Asset,Tools,2023-02-13,3542.74,5.0,Disposed,2019-04-30T09:18:25
1156,Authority Asset,Office Equipment,2025-10-14,53958.42,25.0,Retired,2021-06-18T08:47:20
1157,Individual Asset,Office Equipment,2022-01-16,5941.93,20.0,Disposed,2022-02-23T20:15:00
1158,Lose Asset,IT Equipment,2019-03-19,55955.80,20.0,Active,2023-08-27T17:04:48
1159,Bring Asset,Office Equipment,2025-01-12,60748.67,25.0,Disposed,2020-08-01T08:21:46
1160,Thought Asset,Office Equipment,2022-11-21,45332.47,30.0,Retired,2016-12-15T16:18:59
1161,Issue Asset,IT Equipment,2018-11-30,29872.04,30.0,Retired,2018-01-27T19:38:13
1162,Certain Asset,Vehicles,2023-09-16,73886.46,20.0,Disposed,2020-09-11T13:10:33
1163,Go Asset,IT Equipment,2016-12-05,35368.17,20.0,Disposed,2025-05-26T05:53:42
1164,Resource Asset,Vehicles,2016-11-27,69386.79,10.0,Retired,2023-02-23T11:52:58
1165,Spend Asset,Office Equipment,2021-11-29,75565.09,5.0,Retired,2020-11-02T12:57:15
1166,Bill Asset,Tools,2019-06-10,67255.34,15.0,Disposed,2023-01-15T21:08:36
1167,College Asset,Furniture,2021-10-22,20067.36,15.0,Active,2016-10-22T13:03:01
1168,Forward Asset,IT Equipment,2020-08-29,26315.93,20.0,Active,2024-05-29T17:03:30
1169,I Asset,Office Equipment,2022-05-26,43045.27,15.0,Retired,2024-01-22T01:28:41
1170,Production Asset,Furniture,2016-04-10,26056.04,15.0,Retired,2017-03-14T20:44:51
1171,Then Asset,Office Equipment,2017-03-18,17225.90,25.0,Disposed,2016-07-29T19:57:59
1172,Tv Asset,Tools,2024-03-16,37554.21,25.0,Active,2016-05-29T05:19:06
1173,Door Asset,IT Equipment,2019-01-14,58818.48,5.0,Active,2016-05-05T21:04:44
1174,Collection Asset,Office Equipment,2019-09-29,31810.49,20.0,Active,2023-06-12T08:28:08
