id,date,description,inflow,outflow,balance,created_at
1512,2024-06-03,Turn with realize wish happen least mean their.,2844.81,23626.52,-20781.71,2022-05-04T19:08:01
1513,2021-07-28,Begin coach country PM grow she.,13172.60,29846.48,-16673.88,2023-03-03T06:46:49
1514,2025-07-29,Off free American yourself hit argue.,25011.62,30274.85,-5263.23,2020-11-20T19:59:49
1515,2021-03-22,Analysis pretty instead.,39018.02,30403.26,8614.76,2025-08-22T22:31:25
1516,2021-07-23,Stuff use garden idea.,16875.48,10314.10,6561.38,2021-06-12T23:44:39
1517,2022-05-25,Nor them team mission black black traditional.,5294.69,20728.91,-15434.22,2021-01-13T18:59:18
1518,2025-02-22,Different safe compare song.,24932.14,19959.96,4972.18,2024-09-07T09:05:26
1519,2024-10-26,List fear design herself activity kind vote.,39666.72,12004.37,27662.35,2024-08-07T21:10:29
1520,2021-10-18,When skin from mean stay talk.,27903.76,31549.46,-3645.70,2022-11-11T17:03:49
1521,2023-03-21,Get mean cold while back where image.,19134.12,14763.76,4370.36,2023-08-06T05:42:43
1522,2021-09-21,Owner throw whose billion page today sell level.,27816.93,37890.01,-10073.08,2020-11-03T15:43:26
1523,2021-10-22,Strategy cup build attack represent else seat.,28376.12,26846.57,1529.55,2025-07-30T11:15:27
1524,2022-12-15,Local series game.,43140.46,14164.84,28975.62,2021-01-17T12:43:00
1525,2025-02-21,Many reality during and nothing good.,24505.46,22266.31,2239.15,2023-10-21T21:05:40
1526,2022-03-27,Set of century institution model similar know.,20074.67,29520.68,-9446.01,2024-09-25T18:41:54
1527,2023-01-19,Interesting take information war letter send.,19070.82,38298.92,-19228.10,2021-08-09T11:05:52
1528,2023-09-27,All travel ten parent data.,44379.27,10506.13,33873.14,2021-09-03T15:00:35
1529,2024-08-13,Picture maybe against community radio suddenly worry.,36706.09,3656.34,33049.75,2025-02-20T17:06:53
1530,2024-03-10,Take remain region area least sing.,14949.93,39341.83,-24391.90,2021-04-15T19:34:35
1531,2024-01-08,Later contain strategy surface.,37329.96,24965.25,12364.71,2023-10-04T19:05:52
1532,2022-12-07,Then dream thus sea.,46218.03,30630.13,15587.90,2021-08-30T18:34:02
1533,2025-02-09,Why whatever born certainly table box.,37436.00,19747.41,17688.59,2022-08-27T13:19:22
1534,2025-10-15,Industry benefit heavy audience difference chair hear.,31457.80,21201.39,10256.41,2020-12-31T00:11:14
1535,2024-05-13,First purpose statement boy.,3029.25,13861.94,-10832.69,2023-03-23T13:53:56
1536,2024-07-09,Animal mean over which particularly student.,2181.36,13136.25,-10954.89,2024-09-26T15:59:32
1537,2021-01-13,International three past take.,6192.95,17530.20,-11337.25,2022-06-06T11:18:53
1538,2023-07-31,Area election then national situation ahead.,25589.90,16602.04,8987.86,2021-03-01T21:25:36
1539,2022-01-04,North different process meeting particularly somebody significant.,38545.42,7071.17,31474.25,2025-08-20T06:17:19
1540,2025-08-10,Stand life let.,25492.39,35110.64,-9618.25,2025-02-17T11:40:29
1541,2023-03-29,Cultural perhaps for energy national conference.,47368.30,17769.81,29598.49,2021-06-11T12:02:40
1542,2023-02-08,Meeting nation allow.,14665.71,10191.46,4474.25,2022-08-24T04:26:24
1543,2022-05-27,Onto list one responsibility medical.,20549.03,22537.60,-1988.57,2024-01-03T05:43:43
1544,2025-01-11,Side network social manage team more.,25245.47,11792.52,13452.95,2024-11-12T22:50:38
1545,2023-02-12,Executive among young job star on almost.,43704.88,37076.34,6628.54,2023-01-26T20:43:22
1546,2023-10-27,Vote miss meet happen character grow.,22264.26,15286.07,6978.19,2024-12-21T05:36:07
1547,2021-03-07,Moment certainly walk beyond leave know.,26948.66,17565.54,9383.12,2023-05-16T11:31:44
1548,2021-09-28,Know year simply unit enough.,530.48,17166.95,-16636.47,2021-02-05T16:27:45
1549,2021-09-08,Including soon college someone.,3890.45,10587.16,-6696.71,2024-01-19T02:27:29
1550,2021-03-17,End successful billion especially.,21296.79,23071.26,-1774.47,2024-06-10T11:00:50
1551,2021-06-29,Medical attention painting hair.,7708.07,37275.43,-29567.36,2025-08-28T23:43:47
1552,2023-04-06,Part step give.,29798.42,26022.28,3776.14,2025-04-29T20:15:07
1553,2024-08-05,Appear pull man much recognize increase.,23376.40,16444.65,6931.75,2023-01-01T03:39:22
1554,2020-11-22,Information per enter we.,5238.63,1894.86,3343.77,2025-01-24T01:50:28
1555,2025-04-25,Impact move room chance respond.,12578.77,34621.86,-22043.09,2022-09-02T15:57:06
1556,2021-03-15,Open federal assume soldier watch guess next.,39171.41,12897.84,26273.57,2025-02-10T05:50:44
1557,2024-03-24,Perform network peace better guess support citizen.,1464.81,19772.56,-18307.75,2024-11-06T07:01:09
1558,2023-10-30,Yes charge low least need.,695.12,27512.47,-26817.35,2022-05-11T10:04:36
1559,2025-07-29,Single black child management color better board.,43535.50,13914.53,29620.97,2022-08-09T06:23:11
1560,2020-11-15,Nothing result drug involve Congress provide certain dog.,48076.87,28414.35,19662.52,2022-11-22T18:29:57
1561,2021-04-23,Guy stop may deep brother.,26844.22,238.66,26605.56,2024-03-28T17:45:43
1562,2022-08-17,Tend which while sign common son reach.,44956.12,36503.58,8452.54,2021-08-25T05:15:35
1563,2022-03-17,Check discover window age public.,27679.85,7160.78,20519.07,2021-08-03T19:13:52
1564,2023-06-27,Return north wide meet.,14197.42,14708.93,-511.51,2024-10-04T00:19:54
1565,2025-04-30,More father friend later.,22827.67,4105.85,18721.82,2025-06-05T22:30:09
1566,2025-09-06,Right prevent according likely it nor.,31256.60,36839.08,-5582.48,2022-04-30T16:25:39
1567,2024-09-10,Run message although team list hotel nice science.,24110.93,1829.63,22281.30,2021-07-28T04:26:45
1568,2021-09-28,Compare capital role concern.,21393.48,5249.08,16144.40,2025-09-29T04:34:06
1569,2023-03-14,Get girl job miss safe special.,4616.98,29045.10,-24428.12,2021-04-21T16:56:36
1570,2021-02-06,Light future range item.,39919.03,7075.06,32843.97,2021-03-27T00:29:45
1571,2024-07-12,Table fire research clearly.,37986.16,11975.72,26010.44,2021-02-08T09:34:03
1572,2022-10-17,Public statement TV turn.,43206.74,10357.79,32848.95,2025-09-20T06:39:39
1573,2021-08-15,Wish message another agency could money.,533.66,25403.63,-24869.97,2024-07-14T15:59:23
1574,2021-03-05,First involve law eye.,39777.53,4429.80,35347.73,2021-04-09T18:22:22
1575,2025-09-19,Nor civil according follow doctor beat.,7922.02,38082.18,-30160.16,2023-08-26T14:16:53
1576,2025-01-23,Example could rise growth entire agency.,37266.10,24886.38,12379.72,2022-11-20T20:00:33
1577,2023-03-18,Happen above word direction instead century peace.,26736.81,7851.16,18885.65,2024-04-18T01:07:13
1578,2023-02-24,Contain watch during leave half thought audience force.,47686.79,18554.68,29132.11,2022-12-14T00:50:18
1579,2024-09-30,Good table if stand science lot a interesting.,48649.26,31405.83,17243.43,2025-08-26T03:43:21
1580,2022-11-02,Article particular upon shoulder explain somebody anything.,2719.25,20955.10,-18235.85,2022-08-16T20:04:30
1581,2025-10-01,Often water smile scientist option thought.,28811.65,6823.12,21988.53,2022-01-02T22:18:16
1582,2024-02-05,Sometimes dream campaign radio result customer a get.,38518.00,13811.70,24706.30,2022-06-27T11:25:17
1583,2022-07-30,As happy attention seem half else available.,29199.87,10704.20,18495.67,2023-12-03T07:53:41
1584,2023-03-19,Audience fish article real billion if woman.,14328.75,18612.97,-4284.22,2023-10-29T09:07:40
1585,2023-02-10,Long chair body agent focus.,43912.83,15643.21,28269.62,2023-08-22T23:38:59
1586,2022-03-09,Other in response long.,36725.72,21336.18,15389.54,2023-01-30T23:21:21
1587,2025-10-12,Must statement nor street.,43028.27,1170.26,41858.01,2022-07-23T17:18:59
1588,2020-11-11,Learn hit home training far.,8818.31,30968.33,-22150.02,2022-07-01T02:36:00
1589,2024-03-01,Represent way control economy any could executive.,17112.10,16200.19,911.91,2021-02-14T06:55:15
1590,2021-11-05,The alone through college stand to.,6452.62,21284.68,-14832.06,2022-07-23T20:51:58
1591,2021-12-05,Thank community take size.,20747.08,29719.53,-8972.45,2021-07-03T20:02:53
1592,2024-08-05,Feeling class explain yard second there.,42984.83,21588.68,21396.15,2025-01-03T13:21:11
1593,2024-08-15,Be camera it ten produce could.,7436.09,19635.57,-12199.48,2023-05-23T15:08:49
1594,2023-11-28,Table that woman pay check.,32909.00,31685.08,1223.92,2021-01-01T22:10:01
1595,2023-01-28,Stand four put kitchen six.,42495.13,34999.79,7495.34,2021-11-10T21:34:29
1596,2021-03-05,Lose her law.,8420.13,1890.62,6529.51,2025-05-01T19:50:19
1597,2025-03-15,Fact have become prevent go.,32688.53,28730.79,3957.74,2023-04-19T13:01:25
1598,2021-11-17,Stand treat air around effort act.,22883.95,9059.39,13824.56,2021-04-19T17:31:11
1599,2020-12-12,Serious author career.,18583.08,13482.04,5101.04,2024-08-02T03:21:35
1600,2024-01-13,Daughter keep word different available.,17587.12,35315.11,-17727.99,2021-01-07T06:08:48
1601,2024-02-06,Record agree man head guy decade throw.,5280.44,4929.99,350.45,2022-10-09T05:39:40
1602,2024-10-29,Ground condition total different seem act left.,21905.58,15151.39,6754.19,2025-06-04T08:53:40
1603,2021-07-15,Capital do gas reveal southern.,3844.44,28211.28,-24366.84,2021-07-22T06:26:57
1604,2022-12-05,Town good claim.,7583.67,22901.62,-15317.95,2021-02-17T16:43:11
1605,2025-09-21,When item put popular black.,43798.00,38730.95,5067.05,2022-03-02T22:23:51
1606,2021-08-17,Else price late start former morning.,27084.38,15862.70,11221.68,2021-12-27T18:16:24
1607,2024-02-25,Gas determine stuff lay down.,43673.61,7714.49,35959.12,2024-07-21T18:55:13
1608,2025-09-20,Short friend together bill range.,42794.04,2174.03,40620.01,2021-03-20T06:08:19
1609,2025-09-15,Method white money.,39027.42,9738.77,29288.65,2025-10-10T02:25:04
1610,2022-10-13,Cup continue truth option order either down.,43086.27,20537.29,22548.98,2021-06-07T15:29:46
1611,2020-12-05,Nearly particularly store left song.,9400.38,5771.74,3628.64,2021-07-10T01:00:48
1612,2025-10-27,Tonight cold window condition behavior heart put.,3030.66,5926.88,-2896.22,2022-05-14T15:46:48
1613,2024-07-06,Fact newspaper ever answer though evening occur.,16311.35,11036.31,5275.04,2023-08-11T15:41:23
1614,2025-02-08,Serve season that series appear social hold.,2300.03,21983.19,-19683.16,2024-07-16T17:11:22
1615,2024-03-11,Appear participant miss game between.,47261.88,784.80,46477.08,2021-03-22T04:35:43
1616,2021-01-22,Wonder up case indicate they.,30722.22,733.65,29988.57,2020-12-18T12:54:14
1617,2021-10-01,Over involve case most clear goal on.,21959.67,32030.27,-10070.60,2024-02-10T12:04:56
1618,2022-06-25,Theory team training different TV evening.,23154.33,8172.17,14982.16,2023-08-27T13:38:06
1619,2021-12-14,Former focus well along.,47930.39,25977.78,21952.61,2022-07-03T00:30:08
1620,2022-05-18,Truth result member feel.,27942.29,36454.53,-8512.24,2023-05-17T05:55:28
1621,2024-05-23,Result fight system environment arm street.,40861.19,21432.67,19428.52,2021-01-30T21:51:52
1622,2023-11-21,Affect threat might glass expect.,10004.48,35551.14,-25546.66,2021-03-31T22:01:08
1623,2023-03-19,Guy forget marriage sometimes low your.,44601.71,30186.77,14414.94,2023-05-24T12:05:26
1624,2025-10-27,From effort accept box health man.,49112.06,25588.88,23523.18,2021-11-10T22:15:59
1625,2021-04-03,Other well TV leg message.,21850.88,12904.53,8946.35,2021-02-13T01:36:50
1626,2022-08-02,Page task bit.,14643.65,11487.85,3155.80,2024-08-09T22:49:36
1627,2022-09-01,Hand response imagine.,48007.29,38492.08,9515.21,2022-05-26T17:52:04
1628,2024-10-25,Debate action not tell finish possible at.,42582.50,30209.86,12372.64,2021-01-20T11:44:09
1629,2021-07-18,Result today south leave because discussion.,39503.38,9257.54,30245.84,2021-04-21T04:05:50
1630,2025-09-02,Treat water make.,1366.02,232.63,1133.39,2022-03-31T22:29:00
1631,2022-02-28,Wear reduce mouth door his wear.,21529.77,9005.80,12523.97,2022-09-11T11:55:22
1632,2024-05-15,Area choice or cover cold fill one.,40596.43,33461.66,7134.77,2021-03-16T15:29:33
1633,2021-10-25,Part scene trade answer along stage white.,35728.43,52.47,35675.96,2022-10-09T18:30:46
1634,2025-06-09,Despite let wide.,26684.10,27852.51,-1168.41,2025-08-10T04:42:09
1635,2022-05-21,Third however money seven decision as including money.,47586.52,19859.96,27726.56,2024-03-09T20:33:02
1636,2022-12-08,College set performance teacher response.,1907.56,11036.79,-9129.23,2021-08-08T09:25:54
1637,2022-01-01,Happy stock avoid sometimes particularly recent reflect product.,43110.15,27329.67,15780.48,2024-09-23T12:00:28
1638,2024-06-12,Cost mention later necessary second.,23515.53,24952.75,-1437.22,2022-10-21T16:37:52
1639,2022-06-02,Yeah paper particular exist technology.,265.74,11306.12,-11040.38,2021-06-19T02:42:19
1640,2025-07-21,Example space raise out.,44178.89,39101.10,5077.79,2021-09-01T14:17:23
1641,2024-10-26,Newspaper bag ask boy painting because attack.,31772.63,37888.46,-6115.83,2021-05-15T03:40:22
1642,2021-09-29,Son establish project one site husband operation.,37378.83,32857.41,4521.42,2023-11-15T15:57:25
1643,2021-09-30,Onto person couple people successful.,2884.25,18795.60,-15911.35,2023-10-18T21:36:31
1644,2022-06-06,Mother office rich book.,6324.41,26194.15,-19869.74,2022-02-11T08:53:31
1645,2021-01-29,Rate often listen other show.,28847.49,6392.23,22455.26,2021-03-25T19:45:04
1646,2024-11-28,Stop list accept.,22772.25,10515.41,12256.84,2022-09-24T15:59:24
1647,2021-12-20,Choose impact father support summer.,5679.11,7522.91,-1843.80,2025-01-12T18:40:11
1648,2022-10-11,Program event knowledge and decision cover sense.,34281.45,30717.67,3563.78,2021-08-14T11:28:39
1649,2024-08-10,While whatever much gun continue painting system.,16032.08,25223.09,-9191.01,2025-08-01T01:38:58
1650,2024-06-04,Else commercial our threat most.,2496.67,34170.30,-31673.63,2024-12-28T11:25:34
1651,2024-09-24,Trouble big wonder.,44751.16,21816.76,22934.40,2022-10-03T19:44:25
1652,2024-10-14,Alone nature capital sport its story.,47544.93,36622.28,10922.65,2025-02-05T14:49:35
1653,2023-02-22,Beautiful early protect box heart reach hear.,16420.16,19287.88,-2867.72,2023-03-31T10:42:13
1654,2021-02-12,Spring red race actually what if sound plan.,45145.16,20317.71,24827.45,2021-01-07T16:52:52
1655,2024-12-29,Health cultural somebody detail require.,11.88,11309.98,-11298.10,2023-10-21T00:50:45
1656,2024-01-18,Official them pick pressure month.,24235.75,974.47,23261.28,2025-04-20T00:31:21
1657,2021-10-19,Project country certainly recent various idea option.,7995.68,6584.40,1411.28,2022-11-13T20:09:26
1658,2024-09-12,Opportunity blood fall strategy.,16275.14,106.75,16168.39,2021-03-28T14:58:16
1659,2023-10-17,Now six after develop hard court under agreement.,8189.83,12589.35,-4399.52,2025-07-11T21:09:17
1660,2024-11-15,Science site rock same thus draw.,9189.22,14818.06,-5628.84,2024-07-25T05:22:38
1661,2025-09-26,Car beat quite explain.,7001.77,21449.77,-14448.00,2021-01-21T09:58:33
1662,2024-11-09,Record development store agree when every but.,3648.31,33688.47,-30040.16,2023-03-29T17:49:26
1663,2022-08-01,To spring or live answer.,44918.23,4682.65,40235.58,2022-12-30T14:30:31
1664,2022-11-13,Way energy might marriage.,16473.81,10115.68,6358.13,2025-01-18T22:13:44
1665,2023-01-10,Popular race process his town if exist.,4031.03,32039.01,-28007.98,2024-03-31T23:37:08
1666,2022-03-16,Once network rest serve town want someone.,27642.89,18959.33,8683.56,2022-12-14T01:06:20
1667,2023-06-03,Next someone serious produce plan.,38038.46,30986.92,7051.54,2023-04-22T12:00:12
1668,2022-12-25,Stay Mr resource music idea theory.,672.94,14457.74,-13784.80,2024-02-28T17:53:54
1669,2022-04-13,Attention edge must keep want conference maybe down.,10413.21,34618.13,-24204.92,2022-12-23T13:31:00
1670,2023-08-18,Accept college book plant.,37308.70,4814.56,32494.14,2022-02-04T06:32:09
1671,2022-04-04,Return film ask factor government plant.,26529.92,10689.33,15840.59,2024-02-09T08:25:49
1672,2025-09-07,Pm final skill clearly.,25644.10,14354.25,11289.85,2020-11-28T19:23:38
1673,2023-10-02,Information state early plant population TV.,4629.40,11579.73,-6950.33,2022-10-19T06:12:15
1674,2024-07-22,Season east leader weight church center might career.,6358.78,38710.94,-32352.16,2025-10-15T21:24:32
1675,2021-09-20,Man prove hand year issue.,46816.07,129.65,46686.42,2023-06-30T13:29:17
1676,2022-01-08,That structure level chance.,12914.56,37001.09,-24086.53,2022-09-18T08:38:12
1677,2022-11-05,Travel themselves eye seven when food road.,48876.75,29399.06,19477.69,2022-09-12T03:20:31
1678,2025-05-20,Really real them behavior leader worry strong.,18684.09,13248.82,5435.27,2022-07-06T11:27:38
1679,2022-10-16,Bring hard forward.,29023.86,36567.98,-7544.12,2025-08-26T14:41:10
1680,2024-04-10,Yes environmental share culture side response account.,10642.05,32088.73,-21446.68,2022-03-12T05:36:58
1681,2023-03-04,Experience concern behavior seat mention dark visit.,7701.24,16286.63,-8585.39,2021-04-02T20:12:12
1682,2024-09-29,What later even send beyond.,31248.37,31383.76,-135.39,2023-07-30T13:26:17
1683,2023-03-05,Position begin design together lot party might.,19133.71,22869.80,-3736.09,2022-02-08T09:33:48
1684,2022-09-02,Pull full race sometimes crime.,45868.63,10609.14,35259.49,2024-06-07T16:17:01
1685,2025-03-21,Next official throughout people.,11306.31,18618.72,-7312.41,2022-03-13T20:15:10
1686,2022-02-20,Try name wide big inside purpose remain.,30587.59,1681.69,28905.90,2023-10-05T22:28:42
1687,2025-01-14,Might fact share by.,46783.65,26975.41,19808.24,2021-03-06T09:47:37
1688,2024-07-19,Win pattern manage her individual region PM enter.,8908.37,8146.20,762.17,2025-10-03T21:11:13
1689,2021-02-08,Increase general strategy war item window team.,2421.85,39150.41,-36728.56,2025-02-20T15:41:50
1690,2023-12-20,Money learn amount sense.,18348.38,7947.79,10400.59,2023-05-03T18:42:24
1691,2024-03-17,Believe former ok grow.,40559.93,17557.52,23002.41,2022-03-26T08:30:34
1692,2024-01-13,Language plant well forward Congress.,7435.60,33177.52,-25741.92,2024-06-12T00:18:12
1693,2022-05-11,Line because whom allow first.,42382.80,8143.43,34239.37,2022-08-01T16:57:37
1694,2025-05-11,Personal according important society senior.,10259.16,33812.73,-23553.57,2025-11-01T11:15:32
1695,2021-06-29,Ago onto several detail performance.,30782.50,5476.14,25306.36,2021-07-06T12:17:06
1696,2024-07-30,Cause activity special.,15646.89,39538.60,-23891.71,2024-01-04T07:20:42
1697,2025-05-15,Election key conference citizen class real popular.,3475.93,8873.12,-5397.19,2023-08-28T14:14:03
1698,2021-08-31,Former according movie direction whatever.,21512.69,23144.10,-1631.41,2023-04-29T04:16:59
1699,2025-06-22,Stock themselves baby later.,43481.71,17227.17,26254.54,2025-01-29T02:47:41
1700,2022-10-28,News set determine determine instead ready policy heart.,10378.11,17100.87,-6722.76,2023-07-26T02:27:56
1701,2024-11-05,Money sure which serious best.,33899.46,7798.35,26101.11,2024-02-19T23:56:35
1702,2024-09-07,Hold believe deep would keep.,32889.37,36045.10,-3155.73,2021-06-02T00:35:53
1703,2021-01-18,Attorney face put time have tough through.,48436.43,27719.35,20717.08,2024-07-23T08:10:03
1704,2025-08-15,Employee wonder beautiful movement.,29809.03,31687.90,-1878.87,2022-08-17T23:50:45
1705,2025-02-08,Save parent first now any.,18641.63,16828.52,1813.11,2025-08-25T07:50:19
1706,2022-03-20,Arrive help really through structure.,38031.48,14726.40,23305.08,2021-08-01T17:13:06
1707,2025-08-23,Improve large clear social reduce thing today.,37707.38,23346.37,14361.01,2022-01-06T08:17:54
1708,2025-07-29,Along age still cause international less.,49611.65,36645.87,12965.78,2021-11-18T16:01:54
1709,2022-05-30,Simple million way many compare.,19073.71,9308.42,9765.29,2023-08-10T04:11:30
1710,2023-06-21,Medical during mouth challenge drive performance.,32654.37,39151.47,-6497.10,2021-08-20T20:36:52
1711,2024-02-19,Without so set fish training.,26705.49,24694.77,2010.72,2020-11-15T14:08:48
1712,2022-04-10,Type either network major community establish sing impact.,28946.90,35096.30,-6149.40,2025-01-10T14:12:23
1713,2025-01-31,Resource forget social how.,39052.79,9594.14,29458.65,2025-03-11T19:19:42
1714,2025-03-07,Other look realize.,33689.43,1854.74,31834.69,2024-06-27T05:22:58
1715,2021-09-01,Lawyer agree fly political.,9923.78,11247.64,-1323.86,2024-12-23T12:29:12
1716,2022-11-02,Chance operation energy development medical set.,40522.49,8407.64,32114.85,2025-04-12T16:42:22
1717,2024-01-17,Church almost ground customer career.,40646.83,27660.07,12986.76,2022-03-17T06:22:03
1718,2021-09-25,Force foreign anyone six prepare let raise.,26257.69,30356.03,-4098.34,2022-10-25T23:27:42
1719,2022-06-01,Son tell difference left foreign rich.,5182.24,22799.89,-17617.65,2025-04-12T19:38:43
1720,2024-12-23,Plan open serious measure local your see notice.,203.37,5807.03,-5603.66,2025-04-24T05:41:07
1721,2025-02-16,End travel must policy lawyer full development affect.,1354.73,29051.29,-27696.56,2025-01-23T04:09:09
1722,2023-08-13,Century blood human also since save.,32948.14,19826.37,13121.77,2024-07-26T22:54:34
1723,2022-06-07,Executive seem action place.,12925.28,970.03,11955.25,2022-09-09T16:28:26
1724,2022-09-21,Inside reveal any traditional language democratic.,15516.73,30991.31,-15474.58,2023-09-24T23:26:35
1725,2023-04-10,Doctor available teach sort stuff professor.,27313.47,17420.66,9892.81,2021-10-22T21:54:50
1726,2024-11-16,Within miss national it little factor because.,18976.72,20603.89,-1627.17,2023-10-18T02:51:55
1727,2022-11-17,Base sound game police go everyone us.,23365.10,32471.22,-9106.12,2023-01-23T20:05:49
1728,2023-02-25,Up cultural analysis story he control give.,32615.86,15547.93,17067.93,2021-09-27T18:36:47
1729,2021-02-27,Mind art sister energy education.,36911.10,18564.35,18346.75,2023-11-26T16:26:09
1730,2022-12-08,Leader middle serious what.,23831.60,20249.58,3582.02,2024-10-18T04:43:46
1731,2023-08-28,Teach national too guy say skill single coach.,20923.25,17064.82,3858.43,2022-11-09T21:35:47
1732,2025-06-01,Fall we tree Mr itself fear drive house.,20666.31,1157.74,19508.57,2023-04-19T10:33:23
1733,2025-01-19,Sense coach month.,10257.94,39822.61,-29564.67,2024-06-02T09:29:57
1734,2024-06-16,Find such Republican.,9676.60,2315.36,7361.24,2022-06-01T16:10:21
1735,2024-10-17,South control least win reflect writer.,27737.67,21034.44,6703.23,2022-04-12T15:30:28
1736,2025-02-12,Sit now manage wish middle.,48054.79,8049.90,40004.89,2023-05-18T02:41:35
1737,2023-04-12,Rich so hot particularly resource statement.,44146.39,1726.47,42419.92,2023-10-28T13:07:48
1738,2025-07-25,Detail another anyone all increase police radio.,23019.70,3734.71,19284.99,2021-02-13T00:57:20
1739,2023-11-05,Particularly professional provide practice pressure discover may.,39857.12,23231.56,16625.56,2021-08-31T11:44:45
1740,2024-01-19,Like interest key finally.,8486.29,18565.66,-10079.37,2022-04-14T16:11:59
1741,2021-04-29,Should use many.,2518.79,27496.89,-24978.10,2021-02-11T18:53:22
1742,2023-03-25,Collection case interest reflect sport.,18096.86,20945.52,-2848.66,2023-05-03T10:58:15
1743,2024-02-28,Degree economic loss by.,46109.60,5544.35,40565.25,2022-06-06T00:06:09
1744,2021-09-30,Society answer yeah ready democratic.,159.05,20280.34,-20121.29,2024-09-04T01:43:24
1745,2024-11-30,Thought away it executive those.,31266.52,31842.96,-576.44,2022-11-24T19:50:04
1746,2023-01-08,Share deep senior recent safe security particular.,41473.68,16561.16,24912.52,2023-01-12T10:16:49
1747,2020-11-19,Rather effect your theory environmental part science.,9406.10,18415.77,-9009.67,2024-06-29T06:04:09
1748,2022-04-30,Need person PM second available nothing.,46725.23,27423.82,19301.41,2021-06-20T17:41:19
1749,2025-06-03,House letter food style bar relate.,25274.32,26006.85,-732.53,2021-02-01T18:47:02
1750,2024-03-10,Determine guess response lay.,43967.97,21777.72,22190.25,2025-08-15T21:15:19
1751,2024-01-23,Mother wife poor people.,28699.01,450.93,28248.08,2022-04-01T09:03:21
1752,2023-11-01,Mention author strong serious box rule line.,18920.08,35368.60,-16448.52,2021-11-30T04:41:18
1753,2023-11-19,Interesting woman fire own level issue we.,19947.37,31707.75,-11760.38,2025-03-04T21:44:29
1754,2023-03-01,Building value side forget another.,34046.63,20943.18,13103.45,2024-02-20T12:12:44
1755,2024-08-15,Tv long international may meet catch option.,43762.18,6385.17,37377.01,2022-05-02T02:37:46
1756,2021-09-12,Until evidence new them whatever.,29399.67,12463.12,16936.55,2022-04-06T20:16:46
1757,2025-09-20,Take agency answer soldier although leave politics.,43279.37,14779.41,28499.96,2025-05-07T10:58:05
1758,2022-02-25,Behind they would send difference and one difficult.,27214.92,10650.37,16564.55,2024-11-14T22:03:34
1759,2021-11-22,Develop hospital behind forget few pay scene.,16126.27,37155.96,-21029.69,2022-05-12T04:59:53
1760,2022-12-11,Society consider good require.,21114.49,31049.69,-9935.20,2023-09-16T16:15:35
1761,2021-09-15,Wall technology keep.,33880.76,23871.31,10009.45,2023-05-18T18:15:00
1762,2022-05-12,Either particular occur discussion fire.,7839.14,11419.39,-3580.25,2024-06-06T03:37:34
1763,2024-04-02,Too win get special agree gas.,33291.32,24385.76,8905.56,2024-01-14T09:18:26
1764,2025-01-22,Indicate magazine heavy true effect none lay.,22817.03,24180.17,-1363.14,2021-05-31T13:00:12
1765,2025-05-13,Thought treat do reflect opportunity too product wait.,419.40,4932.45,-4513.05,2021-08-06T07:28:41
1766,2023-11-20,Reflect art radio perform become mind clear.,27880.48,21246.90,6633.58,2024-10-14T15:20:05
1767,2021-07-17,Society describe good big.,13220.19,28995.22,-15775.03,2021-11-04T20:24:35
1768,2020-12-07,Tonight example four laugh.,30890.08,36564.68,-5674.60,2023-02-19T17:59:50
1769,2024-07-29,Size understand by way field about.,17287.30,29017.12,-11729.82,2023-09-03T11:33:42
1770,2023-08-10,Past body design market.,12870.58,21228.30,-8357.72,2020-12-30T22:53:04
1771,2022-09-10,Discuss member parent side.,22802.70,22940.60,-137.90,2025-10-19T06:04:07
1772,2022-01-03,Human baby design rule institution.,47206.15,31933.47,15272.68,2022-02-14T01:05:55
1773,2023-02-01,Current deep single always offer production practice.,13586.31,37771.99,-24185.68,2024-11-10T12:55:34
1774,2021-07-06,Fish three quickly area.,12334.18,10199.11,2135.07,2021-05-10T13:25:47
1775,2025-02-25,Could together run.,45003.55,12732.77,32270.78,2025-06-23T07:26:55
1776,2022-01-06,Sense letter little matter discuss writer scientist.,18857.33,27682.04,-8824.71,2025-01-24T12:25:40
1777,2021-06-16,Particular recognize occur room vote public.,45799.30,25376.06,20423.24,2022-01-18T00:05:40
1778,2022-09-01,Become participant gun talk hear add.,19344.49,7311.92,12032.57,2021-09-05T03:55:24
1779,2023-04-17,Public change gun.,10827.57,26798.65,-15971.08,2021-09-15T19:10:57
1780,2024-03-01,Front know keep surface sometimes still son.,25217.71,1182.10,24035.61,2025-03-29T06:55:20
1781,2021-08-28,Third well campaign herself strong enough course.,35161.64,29907.78,5253.86,2025-04-16T01:35:10
1782,2021-05-17,Level writer treatment ground rich.,20751.10,2244.50,18506.60,2021-11-15T12:33:48
1783,2021-01-06,Movie military there can college.,46095.00,24233.62,21861.38,2022-11-28T17:06:03
1784,2024-12-12,Son coach financial thank talk ever its.,28898.07,25416.56,3481.51,2025-07-03T10:34:06
1785,2021-08-16,Side smile through face.,15184.64,25613.81,-10429.17,2025-01-30T04:37:18
1786,2025-08-02,Air continue require buy how would create level.,26560.22,28991.96,-2431.74,2021-09-11T07:33:06
1787,2022-01-21,Anything few best before possible better ball.,430.71,28108.33,-27677.62,2025-03-02T18:14:38
1788,2025-09-11,Avoid blood drive often wind hand likely.,22256.58,6919.12,15337.46,2023-04-30T17:23:55
