id,product,sku,warehouse,quantity,reorder_level,status,updated_at
904,City DarkSalmon,SKU-100904,WH-C,668,143,Backordered,2024-06-08T13:52:54
905,Ball Navy,SKU-100905,Main Warehouse,1803,18,Backordered,2024-05-17T10:42:20
906,Act SpringGreen,SKU-100906,WH-B,1199,88,Discontinued,2024-07-09T20:30:26
907,Quite DarkMagenta,SKU-100907,WH-A,1259,465,Discontinued,2023-07-30T18:04:59
908,Smile Yellow,SKU-100908,Main Warehouse,1752,146,Discontinued,2024-01-02T23:51:04
909,Whole LightBlue,SKU-100909,WH-B,1015,79,Available,2024-11-28T03:15:05
910,Discuss DarkSlateGray,SKU-100910,WH-C,1534,115,Discontinued,2023-04-22T17:18:30
911,Source Maroon,SKU-100911,WH-C,1278,303,Available,2024-11-12T22:26:31
912,With Coral,SKU-100912,WH-A,1227,363,Low Stock,2024-07-31T14:07:31
913,Case DarkRed,SKU-100913,WH-C,837,237,Low Stock,2024-08-29T04:26:00
914,Others Violet,SKU-100914,WH-C,1511,31,Low Stock,2023-10-29T04:29:02
915,Eat Peru,SKU-100915,WH-A,1801,461,Backordered,2023-01-14T13:25:57
916,Myself LightGoldenRodYellow,SKU-100916,WH-C,1479,463,Low Stock,2025-10-13T20:29:18
917,Serious Ivory,SKU-100917,WH-B,1763,20,Discontinued,2023-04-15T00:59:49
918,Mission Chartreuse,SKU-100918,Main Warehouse,696,457,Backordered,2023-10-30T06:18:43
919,Follow OliveDrab,SKU-100919,WH-B,182,478,Low Stock,2024-06-12T06:42:41
920,Front DarkSlateBlue,SKU-100920,Main Warehouse,373,223,Backordered,2022-11-05T20:24:23
921,Create Orchid,SKU-100921,WH-B,1930,320,Backordered,2023-03-26T14:37:44
922,Market FloralWhite,SKU-100922,Main Warehouse,978,338,Backordered,2025-10-08T10:55:41
923,Many Gray,SKU-100923,WH-C,1532,212,Available,2024-10-28T23:50:35
924,Black DeepSkyBlue,SKU-100924,Main Warehouse,1149,322,Available,2025-10-11T14:13:40
925,Store LavenderBlush,SKU-100925,Main Warehouse,1700,185,Available,2025-06-02T22:16:12
926,Under DarkOrchid,SKU-100926,WH-A,1243,268,Available,2025-10-16T05:21:51
927,Defense BlanchedAlmond,SKU-100927,Main Warehouse,989,201,Backordered,2024-01-16T09:03:02
928,Either Crimson,SKU-100928,WH-A,313,303,Backordered,2023-02-25T17:02:57
929,Test DarkSalmon,SKU-100929,WH-C,196,416,Backordered,2023-07-05T14:51:25
930,Provide DarkRed,SKU-100930,WH-B,694,115,Available,2024-12-20T02:34:48
931,Form LimeGreen,SKU-100931,Main Warehouse,1879,151,Low Stock,2024-08-26T05:14:10
932,Protect WhiteSmoke,SKU-100932,WH-B,1059,409,Backordered,2023-11-23T11:40:49
933,Let MintCream,SKU-100933,Main Warehouse,557,235,Discontinued,2023-05-09T17:10:39
934,Gas Khaki,SKU-100934,Main Warehouse,717,204,Backordered,2024-11-03T02:24:10
935,Let SandyBrown,SKU-100935,WH-A,985,19,Backordered,2023-02-11T20:38:20
936,Watch White,SKU-100936,WH-C,620,381,Backordered,2023-09-05T11:12:42
937,Whole Cyan,SKU-100937,WH-B,1307,437,Backordered,2024-07-02T18:55:05
938,Sister LightPink,SKU-100938,WH-B,1568,231,Discontinued,2022-12-29T20:44:31
939,Reality SlateBlue,SKU-100939,Main Warehouse,208,182,Discontinued,2024-01-11T22:51:08
940,First WhiteSmoke,SKU-100940,WH-B,1947,82,Available,2024-07-29T20:47:08
941,Sister DeepPink,SKU-100941,WH-C,1572,323,Available,2024-11-20T06:22:08
942,Accept Cyan,SKU-100942,Main Warehouse,829,494,Low Stock,2025-07-12T09:55:36
943,Charge Pink,SKU-100943,WH-C,1771,67,Backordered,2025-03-10T12:55:27
944,Product Blue,SKU-100944,WH-B,737,313,Discontinued,2024-07-14T05:16:04
945,Born LawnGreen,SKU-100945,Main Warehouse,255,36,Available,2023-10-20T15:46:38
946,Indeed Moccasin,SKU-100946,WH-A,252,496,Backordered,2025-08-11T18:28:18
947,Heart BlueViolet,SKU-100947,WH-C,946,242,Low Stock,2024-11-21T08:02:17
948,Hear Coral,SKU-100948,WH-C,1258,144,Low Stock,2025-08-24T03:09:54
949,Join CadetBlue,SKU-100949,WH-A,1676,467,Backordered,2024-02-02T10:42:41
950,Dream OliveDrab,SKU-100950,Main Warehouse,273,98,Backordered,2023-06-18T17:46:25
951,Four IndianRed,SKU-100951,WH-C,959,266,Backordered,2023-08-06T18:23:07
952,Move GreenYellow,SKU-100952,Main Warehouse,521,63,Low Stock,2023-06-17T17:32:08
953,Hot SaddleBrown,SKU-100953,WH-C,553,341,Discontinued,2023-01-29T13:09:58
954,Charge Gray,SKU-100954,WH-C,195,211,Backordered,2025-08-21T11:20:13
955,Large FloralWhite,SKU-100955,WH-C,957,119,Backordered,2023-08-29T03:24:59
956,Officer MediumBlue,SKU-100956,WH-B,486,450,Low Stock,2025-05-05T01:09:22
957,Person Cyan,SKU-100957,WH-C,1979,200,Backordered,2024-08-01T13:22:44
958,Manage DeepPink,SKU-100958,WH-A,1708,406,Backordered,2025-04-05T15:49:28
959,Task Thistle,SKU-100959,Main Warehouse,1529,316,Backordered,2025-04-28T07:24:42
960,National MediumSlateBlue,SKU-100960,Main Warehouse,741,485,Available,2024-10-16T06:29:37
961,Single MintCream,SKU-100961,Main Warehouse,824,32,Low Stock,2024-06-07T22:56:55
962,Car DarkViolet,SKU-100962,WH-C,1286,337,Available,2024-11-20T19:33:23
963,Challenge DarkRed,SKU-100963,WH-B,840,95,Low Stock,2023-02-19T21:07:36
964,Authority Lavender,SKU-100964,WH-B,1518,386,Backordered,2023-02-09T04:08:02
965,Ever LimeGreen,SKU-100965,Main Warehouse,3,163,Available,2025-01-28T06:16:07
966,Score Brown,SKU-100966,Main Warehouse,208,138,Discontinued,2023-12-25T21:04:10
967,Size FireBrick,SKU-100967,Main Warehouse,1297,376,Available,2024-07-19T08:54:58
968,During LightSalmon,SKU-100968,WH-C,1494,262,Discontinued,2025-03-18T06:18:51
969,War Crimson,SKU-100969,WH-B,1995,158,Available,2024-02-15T01:15:51
970,Writer DarkSeaGreen,SKU-100970,WH-C,1461,173,Backordered,2023-04-05T10:56:39
971,Both LightBlue,SKU-100971,WH-A,1061,374,Low Stock,2023-12-30T13:56:57
972,More Ivory,SKU-100972,Main Warehouse,1922,155,Backordered,2023-11-02T17:28:56
973,Plant LightSalmon,SKU-100973,Main Warehouse,75,72,Discontinued,2024-06-19T20:50:26
974,Wind DarkGray,SKU-100974,WH-A,391,321,Discontinued,2025-08-06T16:21:30
975,Positive Cornsilk,SKU-100975,WH-A,39,49,Discontinued,2023-05-24T08:56:42
976,No Cornsilk,SKU-100976,WH-C,1261,357,Available,2025-08-23T13:28:25
977,Red OrangeRed,SKU-100977,WH-A,1552,63,Discontinued,2024-02-29T11:27:11
978,Risk Tomato,SKU-100978,WH-A,1925,206,Discontinued,2023-02-27T21:36:48
979,Culture AliceBlue,SKU-100979,WH-C,1176,27,Discontinued,2023-02-01T00:20:38
980,A GoldenRod,SKU-100980,Main Warehouse,1435,315,Low Stock,2023-10-04T13:46:18
981,Offer Ivory,SKU-100981,WH-C,642,358,Available,2025-09-26T00:00:19
982,Check BlueViolet,SKU-100982,Main Warehouse,1851,370,Low Stock,2024-07-23T19:01:50
983,Answer Wheat,SKU-100983,WH-A,1534,418,Backordered,2024-11-10T09:16:19
984,Student MediumSeaGreen,SKU-100984,WH-B,1361,291,Discontinued,2023-07-31T09:03:03
985,Discuss Khaki,SKU-100985,Main Warehouse,822,356,Low Stock,2023-05-02T22:47:13
986,Then Linen,SKU-100986,WH-C,405,414,Discontinued,2023-01-09T11:58:38
987,Music DarkSlateBlue,SKU-100987,Main Warehouse,491,198,Backordered,2025-04-15T21:39:34
988,Thing CadetBlue,SKU-100988,Main Warehouse,93,260,Available,2023-03-02T01:31:09
989,Parent Tan,SKU-100989,Main Warehouse,262,78,Low Stock,2025-09-04T22:25:04
990,Thousand DarkOliveGreen,SKU-100990,WH-C,1595,53,Low Stock,2024-01-14T15:51:19
991,Today PaleGreen,SKU-100991,WH-B,1640,186,Available,2025-08-21T19:17:52
992,Thousand Orange,SKU-100992,WH-B,1253,13,Available,2025-10-06T18:10:36
993,Garden LightYellow,SKU-100993,WH-C,388,34,Discontinued,2025-01-23T02:52:25
994,Before SlateBlue,SKU-100994,WH-C,337,262,Backordered,2025-07-11T09:00:31
995,Hospital IndianRed,SKU-100995,WH-B,885,217,Low Stock,2025-01-19T14:23:44
996,Future DarkGreen,SKU-100996,WH-C,982,374,Discontinued,2024-08-23T04:16:36
997,Continue Thistle,SKU-100997,Main Warehouse,1574,429,Available,2024-06-16T09:39:38
998,Build MediumPurple,SKU-100998,WH-C,1065,21,Low Stock,2023-04-16T06:38:09
999,Behind DarkTurquoise,SKU-100999,WH-A,1360,36,Discontinued,2023-07-17T15:43:02
1000,Hard DarkKhaki,SKU-101000,WH-B,1647,196,Discontinued,2022-12-28T23:21:08
1001,Some MediumPurple,SKU-101001,WH-C,1148,426,Low Stock,2024-06-06T21:56:43
1002,Officer MediumPurple,SKU-101002,Main Warehouse,1688,22,Low Stock,2025-01-03T01:48:49
1003,Middle YellowGreen,SKU-101003,WH-C,371,495,Discontinued,2023-11-08T16:36:34
1004,Door MintCream,SKU-101004,WH-B,1836,383,Discontinued,2023-07-09T23:54:29
1005,Network AntiqueWhite,SKU-101005,WH-C,1449,408,Available,2023-12-24T10:17:03
1006,When OldLace,SKU-101006,WH-B,1815,269,Discontinued,2024-05-26T01:07:53
1007,Score Salmon,SKU-101007,Main Warehouse,1923,308,Available,2024-05-11T10:31:13
1008,Claim DarkOrange,SKU-101008,WH-A,1659,74,Low Stock,2025-06-10T06:48:58
1009,Return SeaShell,SKU-101009,WH-B,1631,420,Low Stock,2023-09-25T16:42:16
1010,To White,SKU-101010,WH-A,540,330,Low Stock,2023-12-23T17:20:40
1011,Campaign LemonChiffon,SKU-101011,WH-C,1775,91,Discontinued,2023-05-10T02:07:03
1012,Particularly Purple,SKU-101012,WH-A,1890,65,Discontinued,2024-06-06T14:58:12
1013,Common CadetBlue,SKU-101013,WH-B,1726,180,Backordered,2024-09-05T07:59:41
1014,Manager SpringGreen,SKU-101014,Main Warehouse,2000,398,Backordered,2022-12-10T21:08:52
1015,Brother Turquoise,SKU-101015,Main Warehouse,1973,145,Backordered,2023-03-22T14:40:38
1016,White SlateGray,SKU-101016,Main Warehouse,1873,200,Low Stock,2025-02-04T03:12:53
1017,Note Navy,SKU-101017,WH-B,767,361,Backordered,2023-09-08T05:46:55
1018,Among Azure,SKU-101018,WH-C,586,483,Available,2025-02-01T06:24:18
1019,Bag LimeGreen,SKU-101019,WH-A,1066,59,Backordered,2025-09-26T17:45:11
1020,Study PaleGreen,SKU-101020,WH-A,437,205,Discontinued,2023-09-19T13:24:32
1021,Inside Navy,SKU-101021,WH-B,1046,19,Backordered,2024-04-08T17:32:56
1022,Only Navy,SKU-101022,WH-B,118,115,Available,2022-12-24T16:12:50
1023,Since SandyBrown,SKU-101023,WH-B,910,438,Discontinued,2023-06-16T16:24:08
1024,Fish Orange,SKU-101024,WH-C,1598,61,Backordered,2024-08-09T15:52:46
1025,Difficult LightBlue,SKU-101025,Main Warehouse,1923,51,Backordered,2025-01-23T08:55:36
1026,Shoulder Green,SKU-101026,Main Warehouse,1373,78,Low Stock,2024-08-31T21:00:10
1027,Enjoy Lavender,SKU-101027,WH-A,1937,48,Backordered,2023-11-02T07:09:43
1028,Forget LightGreen,SKU-101028,WH-B,406,134,Backordered,2023-09-27T03:20:07
1029,Wonder MediumVioletRed,SKU-101029,WH-C,1996,40,Available,2024-02-19T07:16:25
1030,Remember Gray,SKU-101030,WH-A,378,236,Low Stock,2025-03-24T05:00:37
1031,Probably LightBlue,SKU-101031,WH-B,1866,209,Available,2025-03-12T05:18:49
1032,Everything Linen,SKU-101032,WH-B,3,270,Discontinued,2025-03-16T17:58:51
1033,City HoneyDew,SKU-101033,Main Warehouse,1884,159,Discontinued,2024-05-17T13:58:55
1034,Least MistyRose,SKU-101034,Main Warehouse,94,384,Available,2024-08-12T17:44:59
1035,Color MediumSpringGreen,SKU-101035,Main Warehouse,1354,350,Discontinued,2024-02-22T23:54:55
1036,Technology HotPink,SKU-101036,Main Warehouse,222,288,Low Stock,2024-01-02T21:39:23
1037,Soon BlanchedAlmond,SKU-101037,Main Warehouse,772,83,Backordered,2023-01-12T13:14:03
1038,Save AntiqueWhite,SKU-101038,WH-A,989,225,Discontinued,2024-06-29T06:23:03
1039,Month DarkSalmon,SKU-101039,WH-A,1303,223,Low Stock,2024-02-19T05:19:22
1040,Quickly Blue,SKU-101040,WH-A,1021,85,Available,2024-03-22T08:18:06
1041,Plan DarkGoldenRod,SKU-101041,WH-C,1117,278,Discontinued,2023-08-09T06:18:37
1042,Guess Tan,SKU-101042,WH-A,1345,163,Available,2023-03-03T08:58:39
1043,Appear SeaShell,SKU-101043,Main Warehouse,1666,304,Low Stock,2023-01-27T01:11:14
1044,Into DarkSeaGreen,SKU-101044,WH-A,463,463,Low Stock,2024-10-03T12:55:36
1045,Receive MediumOrchid,SKU-101045,Main Warehouse,1730,162,Backordered,2025-10-21T20:29:50
1046,Trade GhostWhite,SKU-101046,Main Warehouse,525,324,Discontinued,2024-01-08T00:16:11
1047,These LightCoral,SKU-101047,Main Warehouse,611,65,Available,2022-12-20T23:40:03
1048,Street AliceBlue,SKU-101048,Main Warehouse,75,175,Low Stock,2024-11-28T05:00:34
1049,Reveal SlateGray,SKU-101049,WH-A,792,411,Backordered,2025-04-04T15:51:00
1050,Price DarkKhaki,SKU-101050,WH-A,1976,299,Discontinued,2023-07-04T15:46:34
1051,Bank Navy,SKU-101051,WH-A,469,162,Low Stock,2023-09-10T20:33:21
1052,Feeling DimGray,SKU-101052,WH-C,1667,348,Available,2023-03-20T14:04:27
1053,Go Crimson,SKU-101053,Main Warehouse,1398,37,Available,2025-05-03T06:24:37
1054,Prevent Peru,SKU-101054,WH-A,1510,452,Backordered,2023-08-16T10:49:36
1055,Reach LightSkyBlue,SKU-101055,WH-A,384,213,Low Stock,2024-02-06T13:12:38
1056,International DarkTurquoise,SKU-101056,Main Warehouse,951,498,Available,2024-07-01T17:33:44
1057,Together DarkTurquoise,SKU-101057,Main Warehouse,567,99,Available,2024-12-17T15:07:59
1058,Medical LightPink,SKU-101058,WH-C,1888,136,Available,2025-03-14T05:23:02
1059,Fast LightBlue,SKU-101059,WH-B,1305,471,Discontinued,2024-04-28T22:15:39
1060,A DarkOrange,SKU-101060,WH-B,1599,457,Backordered,2023-07-31T23:16:39
1061,Statement Peru,SKU-101061,WH-B,822,417,Available,2023-04-10T10:16:59
1062,Production Coral,SKU-101062,WH-B,356,67,Discontinued,2025-09-09T05:31:00
1063,Begin Aquamarine,SKU-101063,WH-A,1127,372,Discontinued,2025-03-05T02:42:23
1064,Yeah Plum,SKU-101064,WH-C,1623,151,Available,2025-01-20T01:58:22
1065,Air PapayaWhip,SKU-101065,WH-B,1771,441,Low Stock,2024-10-15T02:52:30
1066,Perhaps IndianRed,SKU-101066,WH-B,1582,198,Low Stock,2023-08-07T08:04:41
1067,News Coral,SKU-101067,WH-C,393,359,Available,2025-09-20T11:39:59
1068,Decision Orange,SKU-101068,WH-A,836,195,Discontinued,2025-03-24T23:40:00
1069,Science GoldenRod,SKU-101069,WH-B,1813,421,Backordered,2025-08-08T16:36:31
1070,Alone Olive,SKU-101070,WH-A,983,169,Backordered,2025-10-01T00:43:52
1071,About Indigo,SKU-101071,WH-C,772,303,Low Stock,2024-09-07T09:36:57
1072,Field Ivory,SKU-101072,WH-C,250,23,Low Stock,2025-07-19T22:00:13
1073,Job PaleVioletRed,SKU-101073,WH-A,623,34,Available,2025-02-20T01:19:43
1074,He PaleGoldenRod,SKU-101074,WH-B,1865,288,Low Stock,2023-06-29T19:37:04
1075,Century BlueViolet,SKU-101075,WH-B,177,302,Backordered,2024-12-21T03:10:56
1076,Respond DodgerBlue,SKU-101076,WH-C,1051,497,Discontinued,2022-12-24T14:44:45
1077,Though MediumTurquoise,SKU-101077,WH-A,1908,122,Backordered,2024-04-28T22:09:45
1078,Way SaddleBrown,SKU-101078,Main Warehouse,204,262,Discontinued,2025-04-11T05:59:10
1079,Field Pink,SKU-101079,WH-A,1755,258,Available,2024-12-25T23:47:51
1080,Three Peru,SKU-101080,WH-B,66,186,Discontinued,2022-11-05T16:45:45
1081,Environmental MintCream,SKU-101081,Main Warehouse,1858,39,Backordered,2024-08-11T23:04:01
1082,Leg GhostWhite,SKU-101082,WH-A,265,139,Discontinued,2023-08-20T06:05:16
1083,Popular DarkTurquoise,SKU-101083,WH-A,675,57,Discontinued,2024-02-15T17:49:22
1084,Somebody SpringGreen,SKU-101084,WH-C,1107,424,Low Stock,2024-12-21T12:04:47
1085,Population MintCream,SKU-101085,WH-C,427,132,Discontinued,2023-08-12T21:25:23
1086,Finally Thistle,SKU-101086,Main Warehouse,1144,142,Available,2022-11-12T10:15:42
1087,Argue DarkRed,SKU-101087,Main Warehouse,1564,436,Discontinued,2025-07-03T05:09:11
1088,Baby MediumSpringGreen,SKU-101088,Main Warehouse,951,453,Discontinued,2023-05-14T05:46:04
1089,Support Aquamarine,SKU-101089,WH-A,19,208,Backordered,2023-07-29T02:49:33
1090,Realize HoneyDew,SKU-101090,WH-B,635,176,Discontinued,2024-07-15T11:23:06
1091,In DarkMagenta,SKU-101091,WH-B,1725,50,Discontinued,2024-03-04T12:18:37
1092,Everything BlueViolet,SKU-101092,WH-B,91,126,Low Stock,2023-01-25T21:27:47
1093,Might PaleGreen,SKU-101093,WH-B,541,307,Discontinued,2023-01-24T17:18:05
1094,Board Gray,SKU-101094,Main Warehouse,682,477,Discontinued,2025-09-17T03:54:06
1095,But DeepPink,SKU-101095,WH-C,1778,184,Available,2024-02-07T17:45:48
1096,Model SaddleBrown,SKU-101096,WH-A,618,287,Backordered,2024-06-03T15:16:52
1097,Difference YellowGreen,SKU-101097,WH-A,1201,165,Discontinued,2023-10-03T15:12:37
1098,Mind MediumSeaGreen,SKU-101098,WH-B,1727,69,Available,2025-02-16T06:31:36
1099,Clear SlateBlue,SKU-101099,WH-C,792,20,Backordered,2025-07-13T18:10:05
1100,Rule PapayaWhip,SKU-101100,WH-C,332,257,Available,2022-11-19T19:18:47
1101,Some DeepPink,SKU-101101,Main Warehouse,1217,409,Backordered,2023-08-03T07:43:03
1102,Sister LightSlateGray,SKU-101102,WH-C,1644,254,Discontinued,2022-12-14T15:39:32
1103,Wish NavajoWhite,SKU-101103,WH-A,215,65,Available,2025-01-30T19:31:31
1104,Three Khaki,SKU-101104,Main Warehouse,1952,304,Discontinued,2023-07-21T12:31:47
1105,Buy MediumOrchid,SKU-101105,Main Warehouse,628,461,Discontinued,2023-08-17T04:01:16
1106,Themselves SteelBlue,SKU-101106,WH-C,593,354,Backordered,2024-02-10T02:13:37
1107,Surface MediumBlue,SKU-101107,Main Warehouse,699,246,Low Stock,2024-02-17T11:12:19
1108,He PaleGreen,SKU-101108,Main Warehouse,310,95,Discontinued,2025-10-28T23:13:53
1109,Population Olive,SKU-101109,WH-B,606,269,Backordered,2024-06-05T03:57:30
1110,System DarkGoldenRod,SKU-101110,WH-C,1931,358,Available,2025-10-15T00:36:49
1111,Whatever DarkSeaGreen,SKU-101111,WH-B,1187,15,Backordered,2022-11-15T11:56:05
1112,Believe PapayaWhip,SKU-101112,Main Warehouse,1082,449,Backordered,2023-11-04T19:34:24
1113,Social HotPink,SKU-101113,Main Warehouse,23,441,Discontinued,2025-09-18T22:27:10
1114,Politics LavenderBlush,SKU-101114,Main Warehouse,1481,312,Low Stock,2024-05-19T13:50:53
1115,Your Tomato,SKU-101115,Main Warehouse,138,121,Low Stock,2024-07-05T04:40:05
1116,Current LightCoral,SKU-101116,Main Warehouse,1601,290,Discontinued,2024-03-30T10:34:20
1117,What Teal,SKU-101117,WH-A,1279,402,Discontinued,2025-10-11T19:10:10
1118,Staff Crimson,SKU-101118,Main Warehouse,1823,243,Discontinued,2023-06-06T11:18:34
1119,Itself DarkOrchid,SKU-101119,WH-C,959,30,Low Stock,2024-10-13T21:28:54
1120,Really Linen,SKU-101120,Main Warehouse,295,202,Low Stock,2023-02-24T10:11:33
1121,Activity SeaShell,SKU-101121,Main Warehouse,959,311,Low Stock,2024-01-20T16:26:32
1122,Hospital Bisque,SKU-101122,Main Warehouse,142,353,Available,2022-12-29T11:35:45
1123,Would MediumSpringGreen,SKU-101123,WH-A,1938,234,Low Stock,2023-02-27T04:04:17
1124,Sign Cyan,SKU-101124,WH-C,252,76,Discontinued,2025-05-22T12:18:24
1125,Alone LimeGreen,SKU-101125,WH-B,383,348,Available,2024-12-24T19:30:08
1126,Suffer DarkSlateGray,SKU-101126,Main Warehouse,1105,471,Low Stock,2025-03-11T01:44:40
1127,General SkyBlue,SKU-101127,WH-C,413,93,Low Stock,2022-12-13T04:17:00
1128,Experience LightSeaGreen,SKU-101128,WH-B,1401,492,Low Stock,2023-07-16T09:34:19
1129,At Salmon,SKU-101129,WH-A,1613,83,Low Stock,2022-12-18T00:48:47
1130,Turn YellowGreen,SKU-101130,WH-B,516,153,Discontinued,2024-04-10T08:34:24
1131,Business Teal,SKU-101131,WH-A,1612,215,Available,2023-12-04T12:11:02
1132,His Blue,SKU-101132,Main Warehouse,1159,142,Low Stock,2024-07-20T17:25:07
1133,Argue Navy,SKU-101133,WH-A,816,323,Backordered,2023-11-01T15:06:48
1134,Address BurlyWood,SKU-101134,WH-B,390,184,Discontinued,2023-02-07T14:33:23
1135,Six Green,SKU-101135,Main Warehouse,661,408,Low Stock,2022-12-24T15:16:41
1136,Blood Magenta,SKU-101136,WH-C,185,79,Backordered,2025-07-02T18:26:00
1137,Future GhostWhite,SKU-101137,WH-B,987,376,Available,2025-09-01T13:55:10
1138,Teacher DarkSlateBlue,SKU-101138,WH-A,1608,205,Backordered,2025-08-29T00:11:42
1139,Statement LightYellow,SKU-101139,WH-C,1087,463,Backordered,2024-02-03T18:08:13
1140,Be Magenta,SKU-101140,WH-C,1088,255,Backordered,2023-07-29T20:40:42
1141,Great MistyRose,SKU-101141,WH-B,218,69,Available,2023-03-08T22:21:44
1142,Her Khaki,SKU-101142,WH-C,341,195,Backordered,2024-12-27T16:50:02
1143,Unit Olive,SKU-101143,WH-C,1852,83,Available,2024-05-25T16:04:14
1144,Military DarkGoldenRod,SKU-101144,WH-C,507,237,Discontinued,2023-10-06T22:36:28
1145,Keep MediumVioletRed,SKU-101145,WH-C,1987,77,Backordered,2024-08-27T09:45:29
1146,Stay Purple,SKU-101146,WH-C,1639,25,Discontinued,2024-06-28T21:32:19
1147,Institution PeachPuff,SKU-101147,Main Warehouse,1127,281,Discontinued,2024-08-03T05:07:42
1148,Ago Blue,SKU-101148,Main Warehouse,56,357,Low Stock,2024-05-17T02:20:38
1149,Popular Linen,SKU-101149,WH-A,468,379,Low Stock,2024-06-27T16:40:34
1150,Nearly Khaki,SKU-101150,WH-B,250,137,Available,2023-04-10T12:10:40
1151,Note LimeGreen,SKU-101151,Main Warehouse,70,471,Available,2024-06-27T11:01:48
1152,Never BurlyWood,SKU-101152,WH-C,1147,215,Discontinued,2023-12-29T22:42:34
1153,Knowledge LightSeaGreen,SKU-101153,WH-B,1948,313,Low Stock,2024-08-22T18:26:04
1154,Sit LightSkyBlue,SKU-101154,Main Warehouse,1158,278,Discontinued,2023-03-05T09:21:41
1155,Power Orange,SKU-101155,WH-B,1883,463,Discontinued,2023-03-05T18:22:55
1156,Mission Silver,SKU-101156,WH-B,1692,418,Available,2023-07-10T23:20:42
1157,I DarkTurquoise,SKU-101157,WH-C,1641,90,Backordered,2022-12-30T10:27:22
1158,Market LightSkyBlue,SKU-101158,WH-C,1632,219,Low Stock,2023-03-03T00:45:27
1159,Seven GhostWhite,SKU-101159,WH-A,970,478,Discontinued,2023-11-15T11:14:24
1160,Above LightSteelBlue,SKU-101160,WH-C,615,68,Discontinued,2025-07-10T22:59:31
1161,Three DeepSkyBlue,SKU-101161,WH-A,480,109,Low Stock,2024-01-08T10:25:38
1162,Piece Salmon,SKU-101162,WH-A,964,12,Available,2024-09-25T13:10:01
1163,Others CornflowerBlue,SKU-101163,WH-C,160,369,Available,2024-01-14T20:18:26
1164,Society DarkOrchid,SKU-101164,WH-B,1079,259,Backordered,2025-08-28T02:41:22
1165,Benefit White,SKU-101165,WH-C,1402,50,Low Stock,2024-10-21T07:54:04
1166,Anyone SlateGray,SKU-101166,WH-A,301,358,Low Stock,2025-07-22T10:31:00
1167,Note Gainsboro,SKU-101167,WH-A,168,380,Discontinued,2023-03-26T06:59:37
1168,Accept GhostWhite,SKU-101168,WH-C,609,197,Backordered,2023-04-14T11:13:09
1169,Analysis Yellow,SKU-101169,WH-A,815,151,Discontinued,2025-10-01T04:39:51
1170,Behavior Linen,SKU-101170,WH-B,1348,452,Available,2025-01-14T19:51:50
1171,Risk NavajoWhite,SKU-101171,WH-A,1778,464,Backordered,2025-09-11T07:04:54
1172,New White,SKU-101172,Main Warehouse,850,77,Discontinued,2025-08-04T14:51:55
1173,Congress DarkGoldenRod,SKU-101173,WH-C,1331,388,Available,2024-09-30T11:06:32
1174,Capital LawnGreen,SKU-101174,WH-A,728,97,Discontinued,2024-11-15T15:16:40
1175,Produce SlateGray,SKU-101175,Main Warehouse,517,151,Low Stock,2025-10-25T00:28:42
1176,Fine LightCyan,SKU-101176,WH-A,470,454,Discontinued,2023-09-18T00:09:04
1177,Size Chocolate,SKU-101177,WH-A,985,283,Backordered,2022-11-11T11:47:36
1178,Health DarkSlateGray,SKU-101178,WH-C,1505,287,Low Stock,2023-01-01T11:28:18
1179,Church DarkSeaGreen,SKU-101179,WH-B,27,303,Backordered,2023-06-17T00:46:26
1180,Least MintCream,SKU-101180,Main Warehouse,290,471,Low Stock,2024-04-16T02:40:04
1181,Sing Yellow,SKU-101181,WH-B,814,283,Available,2023-05-01T10:24:42
1182,Both Olive,SKU-101182,Main Warehouse,100,417,Available,2024-06-12T06:53:47
1183,Own DeepPink,SKU-101183,WH-C,687,238,Low Stock,2023-03-07T09:37:56
1184,Nice SpringGreen,SKU-101184,WH-B,275,215,Discontinued,2023-11-25T20:22:16
1185,Class DarkBlue,SKU-101185,WH-A,548,389,Backordered,2023-08-31T11:51:33
1186,Occur DarkSalmon,SKU-101186,WH-A,1271,334,Discontinued,2024-08-26T07:04:31
1187,Matter DarkRed,SKU-101187,WH-A,195,196,Available,2024-05-16T09:36:28
1188,Economy MintCream,SKU-101188,WH-A,1158,231,Discontinued,2024-05-19T03:21:25
1189,Chair DarkOliveGreen,SKU-101189,Main Warehouse,1370,77,Available,2023-08-25T21:07:04
1190,Street Pink,SKU-101190,WH-B,717,47,Low Stock,2023-07-09T10:57:10
1191,Full MediumAquaMarine,SKU-101191,WH-A,244,444,Low Stock,2025-08-31T19:44:17
1192,Number Cornsilk,SKU-101192,WH-C,258,131,Low Stock,2024-01-25T18:04:11
1193,Represent LightCoral,SKU-101193,WH-B,1985,299,Discontinued,2023-03-17T17:50:52
1194,Than Maroon,SKU-101194,WH-A,1702,147,Low Stock,2023-08-10T21:33:24
1195,Enter DarkSlateBlue,SKU-101195,Main Warehouse,1199,184,Low Stock,2025-02-25T05:40:57
1196,There Wheat,SKU-101196,WH-A,703,284,Backordered,2023-07-28T08:32:18
1197,Kid DarkTurquoise,SKU-101197,WH-C,1660,73,Available,2024-12-27T07:29:00
1198,Speak Green,SKU-101198,Main Warehouse,1725,118,Discontinued,2023-01-19T16:40:34
1199,Hard Ivory,SKU-101199,WH-A,578,317,Low Stock,2024-11-28T01:03:14
