id,shipment_id,date,carrier,destination,status,created_at
782,SHP-1782,2023-08-28,Local Carrier,"West David, Spain",Cancelled,2022-07-19T03:21:12
783,SHP-1783,2022-03-01,DHL,"Wellsstad, Portugal",Pending,2024-04-10T11:33:20
784,SHP-1784,2024-04-11,Maersk,"South Timothy, Saint Pierre and Miquelon",Pending,2021-11-05T18:12:57
785,SHP-1785,2023-01-26,FedEx,"Jenningsport, Samoa",In Transit,2022-08-02T03:33:22
786,SHP-1786,2025-09-25,FedEx,"West Deborahfurt, Isle of Man",Delivered,2022-10-28T10:03:13
787,SHP-1787,2022-10-27,UPS,"Riosborough, Aruba",Pending,2025-08-29T00:15:49
788,SHP-1788,2023-10-30,FedEx,"North Shannon, Japan",Pending,2022-10-31T06:28:12
789,SHP-1789,2022-05-06,Maersk,"West Michelleport, Benin",Pending,2024-01-20T00:23:16
790,SHP-1790,2023-02-26,Maersk,"New Taramouth, United Kingdom",In Transit,2025-08-28T20:48:26
791,SHP-1791,2025-02-26,DHL,"Lake Randyshire, Saint Vincent and the Grenadines",Pending,2025-08-18T00:01:55
792,SHP-1792,2023-01-23,Local Carrier,"Brownfurt, American Samoa",Pending,2023-05-10T20:39:08
793,SHP-1793,2020-12-12,DHL,"North Nathan, Syrian Arab Republic",Delivered,2022-09-14T02:28:50
794,SHP-1794,2021-04-05,UPS,"Haydenbury, Thailand",Delivered,2025-01-24T10:15:14
795,SHP-1795,2024-04-01,DHL,"Perryside, Senegal",In Transit,2023-12-30T20:28:52
796,SHP-1796,2023-09-22,Local Carrier,"North Ronnieland, Netherlands",Delivered,2024-03-24T12:32:49
797,SHP-1797,2024-02-25,Local Carrier,"Brownburgh, Nauru",In Transit,2020-12-06T22:56:51
798,SHP-1798,2024-07-14,Local Carrier,"New Shawn, Taiwan",In Transit,2023-05-14T01:08:28
799,SHP-1799,2024-12-07,UPS,"South Mary, Anguilla",Delivered,2022-12-19T21:53:40
800,SHP-1800,2024-11-14,Local Carrier,"Williamchester, French Southern Territories",Pending,2022-12-04T07:19:45
801,SHP-1801,2021-11-09,Maersk,"Lake Ashleyton, Dominica",In Transit,2022-04-21T08:56:55
802,SHP-1802,2022-11-25,DHL,"Santiagobury, Czech Republic",Cancelled,2024-09-09T16:05:33
803,SHP-1803,2021-03-14,UPS,"West Debraborough, Colombia",Pending,2024-05-05T04:34:20
804,SHP-1804,2022-02-27,UPS,"Levinetown, Isle of Man",Pending,2022-03-04T03:47:53
805,SHP-1805,2023-05-29,Maersk,"Loganland, Iran",Pending,2023-01-22T23:00:30
806,SHP-1806,2023-12-11,FedEx,"North Michelleshire, Cayman Islands",In Transit,2022-01-07T03:15:37
807,SHP-1807,2025-01-03,Maersk,"North Nicoleborough, Zimbabwe",Delivered,2024-12-16T05:27:53
808,SHP-1808,2024-11-14,Local Carrier,"Lake Kellymouth, Turkmenistan",Delivered,2023-06-05T16:48:47
809,SHP-1809,2022-12-06,DHL,"Powerschester, Poland",Delivered,2022-01-26T11:02:41
810,SHP-1810,2024-03-16,Local Carrier,"Reginaland, Ghana",Delivered,2022-03-25T21:25:15
811,SHP-1811,2023-09-08,Local Carrier,"South Annette, Angola",Pending,2022-08-18T10:33:51
812,SHP-1812,2021-04-13,Maersk,"North Lorrainehaven, Ethiopia",Cancelled,2023-02-22T02:31:46
813,SHP-1813,2023-03-18,FedEx,"Evelynberg, Cameroon",Cancelled,2023-03-18T13:13:02
814,SHP-1814,2021-11-11,Local Carrier,"Lisabury, Nauru",Cancelled,2023-08-11T20:36:20
815,SHP-1815,2023-01-20,Local Carrier,"West Markland, Liberia",Cancelled,2025-02-23T17:40:48
816,SHP-1816,2025-04-15,Local Carrier,"Kimberlyburgh, Bolivia",Cancelled,2021-12-17T19:33:32
817,SHP-1817,2022-08-05,UPS,"New Jon, Mayotte",Delivered,2025-03-20T06:17:33
818,SHP-1818,2023-06-11,UPS,"Ramirezville, Barbados",Cancelled,2021-02-05T14:18:57
819,SHP-1819,2021-09-03,DHL,"Barkerbury, Maldives",Delivered,2021-02-02T11:43:23
820,SHP-1820,2021-06-09,UPS,"Stephanieberg, Tajikistan",In Transit,2022-06-11T08:18:04
821,SHP-1821,2024-11-01,Local Carrier,"Jamesburgh, Comoros",Pending,2022-11-29T11:49:29
822,SHP-1822,2021-02-06,Maersk,"Hammondview, Korea",In Transit,2022-03-21T23:37:14
823,SHP-1823,2021-10-30,Maersk,"Tinaton, Isle of Man",Pending,2021-09-04T21:00:50
824,SHP-1824,2024-11-10,FedEx,"Thomasfurt, Uganda",In Transit,2023-08-15T20:33:47
825,SHP-1825,2022-07-29,Maersk,"New Kayla, Argentina",Pending,2025-05-12T13:18:27
826,SHP-1826,2025-04-12,FedEx,"New Jason, Algeria",Cancelled,2022-11-22T16:10:06
827,SHP-1827,2024-04-29,Local Carrier,"Rodriguezbury, Oman",Delivered,2024-03-07T20:26:25
828,SHP-1828,2025-10-17,FedEx,"New Kimberly, Malaysia",Delivered,2022-12-11T07:48:29
829,SHP-1829,2024-11-10,Maersk,"Wesleyborough, Romania",In Transit,2024-12-05T12:46:30
830,SHP-1830,2025-07-12,Local Carrier,"New Jeffreyborough, Gabon",Cancelled,2022-03-07T14:05:42
831,SHP-1831,2022-04-03,DHL,"West Andrewview, Slovenia",Pending,2024-06-27T07:50:29
832,SHP-1832,2021-04-24,DHL,"Lake Stevenchester, Bulgaria",In Transit,2024-09-19T21:56:56
833,SHP-1833,2025-01-13,DHL,"Brooksmouth, Angola",In Transit,2022-05-25T23:46:06
834,SHP-1834,2023-03-23,DHL,"North Stephanie, Cape Verde",Delivered,2022-02-03T12:54:34
835,SHP-1835,2022-06-08,Maersk,"Port Daniel, Gibraltar",In Transit,2022-06-25T17:00:01
836,SHP-1836,2022-07-13,UPS,"Michaelport, Nicaragua",Pending,2022-12-15T22:25:00
837,SHP-1837,2023-08-05,Maersk,"Saundersfort, Korea",In Transit,2024-03-30T15:34:00
838,SHP-1838,2022-09-02,UPS,"Sarahville, Serbia",Pending,2024-03-26T20:22:21
839,SHP-1839,2025-09-06,FedEx,"Ramseyton, Qatar",Delivered,2022-09-03T18:34:46
840,SHP-1840,2021-04-30,Local Carrier,"Gregtown, Lebanon",Pending,2022-06-29T20:06:57
841,SHP-1841,2023-12-10,Local Carrier,"New Jessica, El Salvador",Delivered,2021-11-11T20:06:40
842,SHP-1842,2024-07-15,DHL,"New Lauren, Sweden",Pending,2023-09-28T08:03:15
843,SHP-1843,2023-02-21,Maersk,"West Jennifer, Uganda",In Transit,2022-04-06T20:10:09
844,SHP-1844,2024-10-30,DHL,"Stephaniebury, Brazil",In Transit,2020-12-23T07:48:45
845,SHP-1845,2024-03-08,Maersk,"New Thomas, Martinique",Cancelled,2021-09-03T09:27:32
846,SHP-1846,2025-03-20,DHL,"Alexishaven, Andorra",Cancelled,2022-01-11T22:14:08
847,SHP-1847,2021-04-08,UPS,"West Jenniferstad, Lithuania",Cancelled,2022-06-24T18:25:14
848,SHP-1848,2021-12-09,Maersk,"Lisaview, Singapore",In Transit,2025-04-24T09:02:52
849,SHP-1849,2021-09-07,UPS,"New Sandramouth, Uruguay",In Transit,2024-02-19T09:31:26
850,SHP-1850,2024-10-27,UPS,"Wallacehaven, Honduras",Cancelled,2023-12-04T00:54:54
851,SHP-1851,2021-05-15,FedEx,"Julieland, Iran",In Transit,2021-09-26T09:32:52
852,SHP-1852,2024-05-02,Local Carrier,"Port Laurie, Netherlands Antilles",Cancelled,2023-02-09T19:18:11
853,SHP-1853,2021-03-19,Maersk,"Jamesshire, Malta",Cancelled,2024-03-17T12:10:08
854,SHP-1854,2024-11-21,Local Carrier,"Torresside, Kenya",Delivered,2024-01-10T14:48:24
855,SHP-1855,2024-04-12,Local Carrier,"Port Danielchester, Gambia",Cancelled,2021-02-19T06:02:33
856,SHP-1856,2021-09-28,FedEx,"Browningchester, Burkina Faso",In Transit,2023-12-31T06:15:45
857,SHP-1857,2020-11-29,Maersk,"North Kathleen, Georgia",Cancelled,2025-07-17T09:31:49
858,SHP-1858,2024-04-27,DHL,"North Briannaton, Aruba",In Transit,2022-12-23T06:12:36
859,SHP-1859,2024-10-07,FedEx,"South Matthewmouth, Mali",Delivered,2021-05-09T22:35:56
860,SHP-1860,2024-04-13,Local Carrier,"North Nathanbury, Philippines",Delivered,2025-02-08T06:48:05
861,SHP-1861,2023-09-24,Local Carrier,"Paulhaven, Estonia",Pending,2022-10-27T07:22:51
862,SHP-1862,2025-07-23,FedEx,"North Kristentown, United States Virgin Islands",Delivered,2020-11-14T16:47:45
863,SHP-1863,2023-12-28,DHL,"West Katelyn, Swaziland",Pending,2021-10-05T15:19:33
864,SHP-1864,2021-04-27,Maersk,"Hufffurt, Saint Barthelemy",Cancelled,2024-06-24T00:57:19
865,SHP-1865,2024-08-07,Maersk,"Kimberlyhaven, Lao People's Democratic Republic",Cancelled,2025-01-10T12:06:20
866,SHP-1866,2025-10-22,FedEx,"Alejandrastad, Tuvalu",Pending,2022-11-21T00:56:17
867,SHP-1867,2020-12-19,UPS,"Yuton, Saudi Arabia",Cancelled,2025-10-08T18:08:56
868,SHP-1868,2025-01-10,DHL,"Port Gene, Austria",Pending,2025-02-27T08:53:31
869,SHP-1869,2023-03-31,UPS,"Port Bradley, Switzerland",Cancelled,2022-03-07T09:20:12
870,SHP-1870,2024-03-09,Maersk,"West Heatherborough, Mali",Delivered,2020-11-14T20:23:14
871,SHP-1871,2024-06-30,FedEx,"New Daleview, Rwanda",Cancelled,2022-08-30T15:50:39
872,SHP-1872,2024-07-20,Local Carrier,"North Douglas, Timor-Leste",In Transit,2025-06-11T07:06:28
873,SHP-1873,2025-06-19,DHL,"Holmesbury, Benin",In Transit,2024-07-20T02:02:44
874,SHP-1874,2024-07-10,UPS,"West Jasmine, Nigeria",Pending,2021-01-09T07:46:29
875,SHP-1875,2024-11-06,Maersk,"Port Rachel, Haiti",In Transit,2025-09-06T11:39:41
876,SHP-1876,2022-05-14,Local Carrier,"Heatherview, Cape Verde",Cancelled,2025-01-25T11:05:21
877,SHP-1877,2020-11-25,FedEx,"Singhchester, Papua New Guinea",Delivered,2025-03-01T00:54:46
878,SHP-1878,2025-10-31,Local Carrier,"East Jacob, Luxembourg",In Transit,2022-08-21T20:56:03
879,SHP-1879,2021-08-05,Maersk,"South Joy, Bhutan",Cancelled,2023-12-10T11:48:57
880,SHP-1880,2024-02-01,Maersk,"Thomasborough, Faroe Islands",Pending,2022-12-02T22:04:47
881,SHP-1881,2021-07-12,Local Carrier,"South Christopherborough, Uruguay",Cancelled,2025-04-07T22:00:14
882,SHP-1882,2022-11-12,DHL,"Leestad, Antigua and Barbuda",In Transit,2023-06-23T20:08:11
883,SHP-1883,2023-08-11,Maersk,"South Theresa, Northern Mariana Islands",Pending,2025-04-14T18:14:11
884,SHP-1884,2022-03-27,Maersk,"New Savannah, Cuba",Cancelled,2024-08-19T05:59:37
885,SHP-1885,2025-03-11,FedEx,"Jesusport, Vanuatu",Pending,2025-03-03T18:38:21
886,SHP-1886,2024-08-23,Maersk,"Dawsonfurt, Congo",Cancelled,2023-05-29T02:54:39
887,SHP-1887,2024-06-24,Local Carrier,"Lake Vernonton, Saint Martin",Pending,2023-06-06T19:40:53
888,SHP-1888,2021-05-05,FedEx,"Toddfort, United Arab Emirates",Delivered,2021-02-04T11:57:47
889,SHP-1889,2025-01-03,Local Carrier,"Port Cole, Ireland",Pending,2022-01-10T19:51:41
890,SHP-1890,2022-03-21,UPS,"Herrerahaven, Pakistan",Cancelled,2022-09-09T12:11:27
891,SHP-1891,2022-10-25,DHL,"South Keith, Peru",Delivered,2021-04-09T11:48:31
892,SHP-1892,2021-10-21,Local Carrier,"South Andrea, Lithuania",Delivered,2021-04-25T14:56:21
893,SHP-1893,2022-10-27,FedEx,"Lake Glen, Wallis and Futuna",Cancelled,2023-08-20T08:14:37
894,SHP-1894,2024-07-01,Local Carrier,"North Madisonmouth, French Southern Territories",Cancelled,2020-12-22T01:35:25
895,SHP-1895,2024-01-10,Local Carrier,"West Christinemouth, Palau",Pending,2021-08-10T05:54:38
896,SHP-1896,2025-05-03,Maersk,"Amandamouth, Puerto Rico",Cancelled,2024-11-04T07:42:25
897,SHP-1897,2023-12-22,UPS,"West Kayla, Senegal",Pending,2024-10-12T19:36:14
898,SHP-1898,2024-10-09,Maersk,"Chadport, Congo",Cancelled,2024-08-30T15:02:19
899,SHP-1899,2023-01-24,Local Carrier,"West Karibury, Liechtenstein",Cancelled,2023-09-08T21:51:26
900,SHP-1900,2023-12-31,Maersk,"West Dianabury, Russian Federation",Pending,2024-09-28T08:19:10
901,SHP-1901,2025-08-22,Maersk,"Webershire, Ghana",Pending,2025-10-15T11:04:26
902,SHP-1902,2025-02-22,Local Carrier,"Carrietown, Netherlands Antilles",In Transit,2022-11-11T18:06:45
903,SHP-1903,2020-11-04,UPS,"East Jennifermouth, Guinea",Pending,2020-12-10T01:49:14
904,SHP-1904,2021-12-28,FedEx,"Geoffreytown, Sudan",Pending,2022-05-16T15:46:31
905,SHP-1905,2021-12-21,Local Carrier,"Donnaton, British Indian Ocean Territory (Chagos Archipelago)",Pending,2023-03-10T07:15:35
906,SHP-1906,2025-09-06,UPS,"Stewartmouth, United States of America",In Transit,2022-10-05T11:10:07
907,SHP-1907,2024-04-28,FedEx,"Brianbury, Qatar",Pending,2025-07-15T04:20:28
908,SHP-1908,2025-07-03,DHL,"Zacharybury, United Arab Emirates",Pending,2025-02-17T05:11:06
909,SHP-1909,2024-11-09,FedEx,"East Zacharymouth, French Guiana",Cancelled,2021-08-09T02:13:47
910,SHP-1910,2022-11-20,Local Carrier,"Rebeccaborough, Puerto Rico",Delivered,2023-07-27T06:33:53
911,SHP-1911,2021-03-28,Maersk,"Wilsonton, Somalia",In Transit,2025-01-23T05:01:36
912,SHP-1912,2023-06-26,Maersk,"Hopkinsmouth, Armenia",Pending,2022-06-05T23:48:12
913,SHP-1913,2023-04-14,Maersk,"West Johnbury, Botswana",Cancelled,2023-11-21T18:27:28
914,SHP-1914,2023-04-09,UPS,"Deanbury, Senegal",Delivered,2024-04-29T16:46:54
915,SHP-1915,2023-05-09,Maersk,"East Jameschester, Cook Islands",Pending,2023-10-12T18:34:54
916,SHP-1916,2021-12-05,UPS,"South Matthew, Svalbard & Jan Mayen Islands",In Transit,2024-06-08T10:52:03
917,SHP-1917,2025-10-29,FedEx,"Allisonshire, Falkland Islands (Malvinas)",Cancelled,2022-06-04T08:07:28
918,SHP-1918,2023-06-08,UPS,"Thomasfort, Denmark",Pending,2021-12-05T16:01:54
919,SHP-1919,2025-01-04,Maersk,"Patriciahaven, Canada",In Transit,2023-09-06T16:43:10
920,SHP-1920,2021-11-13,Local Carrier,"Pennybury, El Salvador",In Transit,2021-09-10T02:10:31
921,SHP-1921,2024-01-26,UPS,"East Robin, Somalia",Delivered,2021-01-04T09:31:58
922,SHP-1922,2021-07-09,Maersk,"South Alexis, Holy See (Vatican City State)",Delivered,2021-04-28T02:10:17
923,SHP-1923,2024-01-08,FedEx,"West Stephen, Qatar",Pending,2024-06-18T17:19:22
924,SHP-1924,2025-08-21,Local Carrier,"Gordonmouth, Romania",Delivered,2022-04-15T01:27:00
925,SHP-1925,2024-12-08,FedEx,"Scottside, Gabon",In Transit,2025-02-12T10:08:15
926,SHP-1926,2025-01-29,FedEx,"Mckenzieland, Barbados",Cancelled,2022-02-26T22:46:07
927,SHP-1927,2025-09-27,Maersk,"Oliverport, Cote d'Ivoire",Cancelled,2022-04-14T16:54:19
928,SHP-1928,2023-12-11,UPS,"Amyport, Georgia",In Transit,2020-12-05T21:40:51
929,SHP-1929,2023-06-28,UPS,"South Brian, Saint Helena",In Transit,2022-08-31T12:56:15
930,SHP-1930,2023-04-27,Local Carrier,"Zacharyhaven, Luxembourg",Delivered,2021-07-20T14:00:33
931,SHP-1931,2024-12-07,Local Carrier,"Smithfort, New Zealand",Delivered,2025-09-03T18:41:42
932,SHP-1932,2022-06-16,DHL,"Danview, Bermuda",Pending,2022-07-10T10:04:42
933,SHP-1933,2021-08-12,DHL,"Leonardland, Benin",Pending,2025-03-03T22:10:11
934,SHP-1934,2023-08-26,DHL,"Heatherport, Palestinian Territory",Cancelled,2024-03-22T23:40:41
935,SHP-1935,2022-10-20,FedEx,"New Corey, Tunisia",Delivered,2024-01-31T04:28:33
936,SHP-1936,2022-08-28,UPS,"Taylorbury, Algeria",In Transit,2023-09-30T08:43:45
937,SHP-1937,2023-12-03,UPS,"Hicksfurt, Colombia",In Transit,2025-08-16T23:12:59
938,SHP-1938,2024-12-15,DHL,"Catherinemouth, Montenegro",Delivered,2024-05-30T06:56:52
939,SHP-1939,2021-07-30,Local Carrier,"North Megan, Ireland",Pending,2022-05-23T09:36:30
940,SHP-1940,2021-08-30,Maersk,"Robinfort, Grenada",Delivered,2025-01-14T16:00:37
941,SHP-1941,2023-05-01,Maersk,"West Wendy, Hungary",Cancelled,2021-03-03T14:18:47
942,SHP-1942,2022-12-16,Maersk,"Nguyenville, Falkland Islands (Malvinas)",Cancelled,2022-03-23T23:41:28
943,SHP-1943,2021-04-29,FedEx,"Crystalchester, Timor-Leste",Delivered,2025-01-15T03:52:19
944,SHP-1944,2022-08-31,UPS,"Jacobchester, France",Cancelled,2022-08-01T22:21:53
945,SHP-1945,2021-08-02,Local Carrier,"Samuelhaven, Sao Tome and Principe",Pending,2021-03-18T16:13:56
946,SHP-1946,2022-10-19,Local Carrier,"Watsonside, Equatorial Guinea",Pending,2023-04-10T02:18:08
947,SHP-1947,2025-03-30,Local Carrier,"Isabellastad, Monaco",Cancelled,2025-06-21T05:54:36
948,SHP-1948,2023-09-19,DHL,"Lake Thomasville, Bulgaria",Delivered,2022-09-11T04:27:51
949,SHP-1949,2024-05-12,FedEx,"Port Barbarastad, Timor-Leste",Delivered,2025-03-03T00:31:23
950,SHP-1950,2021-08-12,Local Carrier,"Lake Sonia, Serbia",Delivered,2022-11-24T19:31:34
951,SHP-1951,2023-02-03,Maersk,"East David, Nicaragua",Cancelled,2021-03-13T02:32:00
952,SHP-1952,2024-06-25,UPS,"New Adamland, Nepal",In Transit,2024-04-27T04:28:16
953,SHP-1953,2023-06-21,UPS,"Jessicachester, Saint Pierre and Miquelon",Delivered,2022-12-14T01:17:22
954,SHP-1954,2025-03-03,DHL,"East Daniel, Solomon Islands",Pending,2022-10-02T22:16:34
955,SHP-1955,2024-05-07,DHL,"North Ashleyside, Togo",In Transit,2021-02-13T16:56:37
956,SHP-1956,2021-04-18,DHL,"Rebeccaville, Sao Tome and Principe",In Transit,2023-05-20T17:55:19
957,SHP-1957,2025-09-18,FedEx,"Port Timothyfort, Saint Martin",Cancelled,2025-06-09T16:04:26
958,SHP-1958,2024-01-23,Local Carrier,"Port Jamesshire, Niger",In Transit,2025-08-08T10:15:29
959,SHP-1959,2022-06-24,Local Carrier,"South Tiffany, Barbados",In Transit,2022-11-24T06:42:38
960,SHP-1960,2024-05-22,Maersk,"Franklinmouth, Angola",Pending,2025-04-03T19:38:56
961,SHP-1961,2022-10-22,DHL,"Port Sheryl, Finland",Cancelled,2022-08-01T15:39:35
962,SHP-1962,2021-07-10,UPS,"South Markbury, Samoa",Pending,2025-08-17T10:03:34
963,SHP-1963,2023-08-29,Maersk,"Harmonmouth, Falkland Islands (Malvinas)",Cancelled,2025-08-08T08:14:22
964,SHP-1964,2024-08-08,Local Carrier,"Martinhaven, Greenland",Cancelled,2025-03-20T11:54:19
965,SHP-1965,2022-04-15,FedEx,"Jenniferhaven, Palau",Delivered,2022-05-26T11:51:08
966,SHP-1966,2022-08-28,FedEx,"Coleville, Fiji",In Transit,2025-09-11T10:17:18
967,SHP-1967,2021-01-10,Local Carrier,"North Kayla, Croatia",In Transit,2025-06-28T23:39:20
968,SHP-1968,2022-01-29,UPS,"Rhodesburgh, Gambia",Pending,2021-12-18T04:08:38
969,SHP-1969,2021-09-07,FedEx,"Ingrammouth, Togo",Pending,2023-11-25T09:13:17
970,SHP-1970,2021-05-27,Local Carrier,"South Michelleburgh, Sierra Leone",Pending,2025-05-29T22:15:16
971,SHP-1971,2021-03-11,UPS,"New Debbiefurt, Lesotho",Cancelled,2023-06-26T10:25:28
972,SHP-1972,2021-03-31,Maersk,"Edwardport, Palau",Delivered,2022-06-13T16:48:38
973,SHP-1973,2021-09-02,UPS,"West Shawn, South Africa",In Transit,2023-12-16T14:42:47
974,SHP-1974,2023-09-25,UPS,"East Dawnburgh, British Virgin Islands",Delivered,2021-01-30T12:07:10
975,SHP-1975,2021-05-06,Local Carrier,"Port Williamtown, Lithuania",In Transit,2023-03-10T16:17:33
976,SHP-1976,2023-05-15,FedEx,"South Sophiafurt, United Kingdom",Cancelled,2021-12-16T07:14:16
977,SHP-1977,2021-11-21,DHL,"Oneillstad, Bouvet Island (Bouvetoya)",Cancelled,2025-01-05T18:38:59
978,SHP-1978,2023-04-26,Maersk,"Wagnerport, Latvia",Cancelled,2023-12-24T06:37:29
979,SHP-1979,2021-08-11,UPS,"Housefort, Dominican Republic",Cancelled,2023-10-14T22:17:12
980,SHP-1980,2022-03-23,Local Carrier,"West Douglas, Mauritania",In Transit,2025-10-29T06:59:44
981,SHP-1981,2021-10-21,Local Carrier,"West Charles, Slovenia",In Transit,2022-06-10T10:38:22
982,SHP-1982,2022-08-19,Maersk,"North Michaelmouth, Sri Lanka",In Transit,2021-06-20T07:05:24
983,SHP-1983,2024-03-01,FedEx,"Davidberg, Kenya",Delivered,2022-12-03T03:10:28
984,SHP-1984,2022-06-26,FedEx,"West Omar, Mayotte",Cancelled,2020-12-28T01:41:15
985,SHP-1985,2022-08-09,DHL,"Williamsonburgh, Montserrat",Delivered,2022-04-18T16:51:12
986,SHP-1986,2025-10-24,Maersk,"South Mitchellmouth, Norfolk Island",In Transit,2021-07-01T17:57:13
987,SHP-1987,2020-11-10,FedEx,"Newtonchester, Togo",Delivered,2021-06-23T03:15:32
988,SHP-1988,2023-10-15,Local Carrier,"Ashleyland, Ukraine",Cancelled,2024-12-12T22:12:37
989,SHP-1989,2023-03-28,UPS,"Warrenport, Bahamas",Pending,2023-08-04T23:37:05
990,SHP-1990,2022-03-18,Maersk,"Greenton, Gibraltar",Pending,2023-11-01T07:00:26
991,SHP-1991,2022-04-05,DHL,"Meganborough, Vanuatu",Delivered,2021-06-02T09:52:01
992,SHP-1992,2021-04-07,FedEx,"Edwardsland, Qatar",Cancelled,2024-12-05T19:47:52
993,SHP-1993,2021-12-09,Local Carrier,"Erinberg, Moldova",Cancelled,2022-08-27T06:50:29
994,SHP-1994,2024-06-13,DHL,"Brittneychester, United States of America",Pending,2023-09-27T05:35:59
995,SHP-1995,2022-04-21,Maersk,"Emilytown, Djibouti",In Transit,2023-03-04T14:20:46
996,SHP-1996,2024-12-17,Local Carrier,"South Leslie, Djibouti",In Transit,2024-03-24T11:09:56
997,SHP-1997,2025-02-03,DHL,"Lake Thomas, Afghanistan",Cancelled,2023-11-29T13:21:00
998,SHP-1998,2021-11-24,UPS,"Davidhaven, Cameroon",In Transit,2025-05-04T11:14:45
999,SHP-1999,2021-02-19,DHL,"North Luisberg, Oman",Cancelled,2023-05-16T20:05:55
1000,SHP-2000,2021-06-18,UPS,"Mcdonaldport, Israel",In Transit,2023-01-04T02:21:45
1001,SHP-2001,2021-10-04,Local Carrier,"New Timothyland, Denmark",In Transit,2023-05-24T02:17:26
1002,SHP-2002,2023-05-19,Local Carrier,"West Daniel, Saint Lucia",Delivered,2025-06-25T07:19:33
1003,SHP-2003,2022-10-09,Maersk,"Kimberlyfort, Brunei Darussalam",Pending,2021-01-26T23:00:08
1004,SHP-2004,2020-11-06,Local Carrier,"Lake Ericburgh, Cayman Islands",Pending,2023-04-30T12:45:55
1005,SHP-2005,2021-01-12,Maersk,"Coltonview, Taiwan",Delivered,2024-09-19T03:39:31
1006,SHP-2006,2024-01-13,DHL,"Geraldton, Ecuador",Delivered,2024-10-31T02:57:28
1007,SHP-2007,2022-03-15,UPS,"West Kevin, Lithuania",Pending,2025-09-03T01:40:40
1008,SHP-2008,2023-08-17,Local Carrier,"Cynthiaville, Kenya",Delivered,2023-11-21T00:52:39
1009,SHP-2009,2024-04-20,Local Carrier,"Boydmouth, Solomon Islands",Pending,2025-01-03T10:05:35
1010,SHP-2010,2025-09-17,UPS,"East Cherylville, British Indian Ocean Territory (Chagos Archipelago)",In Transit,2023-08-11T22:35:31
1011,SHP-2011,2025-06-26,UPS,"West Derrick, Romania",Pending,2021-09-24T22:41:34
1012,SHP-2012,2022-03-06,Maersk,"New Michelle, Gibraltar",Delivered,2021-02-02T02:45:32
1013,SHP-2013,2023-09-04,Local Carrier,"East Mariestad, Czech Republic",Delivered,2024-07-29T09:39:16
1014,SHP-2014,2022-04-07,Maersk,"Kennethhaven, Congo",In Transit,2022-07-27T06:53:12
1015,SHP-2015,2022-10-22,Maersk,"Santosview, Liechtenstein",In Transit,2022-02-09T09:43:14
1016,SHP-2016,2023-11-27,FedEx,"Wilsonside, Belarus",In Transit,2024-02-06T16:26:20
1017,SHP-2017,2022-09-24,Local Carrier,"Rodriguezborough, Faroe Islands",Delivered,2023-10-21T04:25:45
1018,SHP-2018,2023-01-10,Local Carrier,"Allisonfort, Uzbekistan",Pending,2022-06-30T18:04:28
1019,SHP-2019,2021-02-15,FedEx,"North Justinmouth, Iran",In Transit,2023-11-02T21:32:10
1020,SHP-2020,2024-12-08,Local Carrier,"West Paulabury, Somalia",Cancelled,2023-11-01T13:30:40
1021,SHP-2021,2024-03-13,Maersk,"Lake David, Gibraltar",Pending,2021-12-27T00:09:47
1022,SHP-2022,2023-12-31,Maersk,"North Williamland, Zambia",Pending,2024-03-24T05:46:08
1023,SHP-2023,2023-12-31,UPS,"North Angelabury, Samoa",Pending,2024-08-09T16:46:44
1024,SHP-2024,2023-08-01,DHL,"Benjaminfort, Fiji",Pending,2022-12-15T14:26:34
1025,SHP-2025,2022-09-20,Maersk,"Port Katherineton, Thailand",Delivered,2022-07-08T16:50:28
1026,SHP-2026,2024-05-31,DHL,"New Christineville, Guernsey",Delivered,2023-09-11T04:51:40
1027,SHP-2027,2025-05-14,FedEx,"East Annahaven, New Caledonia",In Transit,2023-08-31T03:32:59
1028,SHP-2028,2025-04-04,Local Carrier,"Duncanstad, Morocco",Pending,2025-01-27T09:36:19
1029,SHP-2029,2020-12-30,Local Carrier,"Matthewfurt, Austria",In Transit,2024-11-10T22:22:48
1030,SHP-2030,2023-09-10,UPS,"Lake Leonton, Brazil",Delivered,2023-12-13T22:12:10
1031,SHP-2031,2021-12-19,Local Carrier,"East Christopher, Saint Kitts and Nevis",In Transit,2024-06-20T14:51:31
1032,SHP-2032,2020-11-17,DHL,"New Carlberg, Uruguay",Pending,2025-05-08T19:08:02
1033,SHP-2033,2023-07-10,FedEx,"Lake Bradleytown, American Samoa",Delivered,2024-09-06T08:56:46
1034,SHP-2034,2023-04-05,DHL,"Rogerschester, Sudan",Delivered,2025-03-04T00:38:06
1035,SHP-2035,2022-09-16,Maersk,"South Mary, Tuvalu",Cancelled,2020-12-13T20:07:57
1036,SHP-2036,2020-11-24,Local Carrier,"Sextonstad, Lesotho",Delivered,2023-11-17T17:24:54
1037,SHP-2037,2020-11-23,FedEx,"Watkinschester, Mali",In Transit,2023-10-16T02:50:55
1038,SHP-2038,2024-02-24,Maersk,"Deanborough, India",Delivered,2024-09-04T15:22:54
1039,SHP-2039,2023-09-12,FedEx,"Caseymouth, Saint Helena",Pending,2021-03-30T11:07:42
1040,SHP-2040,2024-03-15,Local Carrier,"North Russellland, Kuwait",Pending,2022-09-12T03:25:11
1041,SHP-2041,2024-05-13,UPS,"Lake Jamie, Turkmenistan",In Transit,2022-08-08T00:21:11
