id,name,payload,created_at
1393,Forecast 1393,"{""forecast_id"": ""FCAST-1393"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [44769.86, 21291.12, 7641.56, 28990.82, 10633.1, 47963.37]}], ""meta"": {""created_by"": ""Kayla Reed"", ""notes"": ""Various away general age some happen.""}}",2024-12-24T21:48:13
1394,Forecast 1394,"{""forecast_id"": ""FCAST-1394"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [29586.23, 1488.84, 23777.47, 30640.84, 2471.23, 5693.2]}], ""meta"": {""created_by"": ""Frank Torres"", ""notes"": ""Capital cause turn trip.""}}",2025-03-27T17:33:48
1395,Forecast 1395,"{""forecast_id"": ""FCAST-1395"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [12926.36, 17343.38, 40099.13, 48319.15, 2273.85, 23608.35]}], ""meta"": {""created_by"": ""Megan Lindsey"", ""notes"": ""Should beyond commercial growth leader author.""}}",2025-11-01T21:09:46
1396,Forecast 1396,"{""forecast_id"": ""FCAST-1396"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [31151.46, 5384.29, 37879.13, 2695.76, 23122.08, 8852.14]}], ""meta"": {""created_by"": ""Lindsay Williams"", ""notes"": ""Trip agreement continue stand third smile PM.""}}",2024-02-14T22:13:56
1397,Forecast 1397,"{""forecast_id"": ""FCAST-1397"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6348.7, 27486.26, 19653.06, 3021.57, 25956.49, 44345.38]}], ""meta"": {""created_by"": ""Carol Hicks"", ""notes"": ""Two area both upon.""}}",2024-05-12T10:26:02
1398,Forecast 1398,"{""forecast_id"": ""FCAST-1398"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [33099.21, 25285.1, 10096.26, 2222.63, 41357.74, 16494.45]}], ""meta"": {""created_by"": ""Brandy Alvarez"", ""notes"": ""Watch his then herself structure well.""}}",2024-04-14T02:09:35
1399,Forecast 1399,"{""forecast_id"": ""FCAST-1399"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46180.42, 38900.23, 37430.59, 39825.01, 49940.89, 6437.01]}], ""meta"": {""created_by"": ""Seth Johnson"", ""notes"": ""Last business break official sense employee employee even.""}}",2024-12-27T00:09:45
1400,Forecast 1400,"{""forecast_id"": ""FCAST-1400"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9192.01, 40579.41, 48256.24, 24224.09, 1308.14, 13584.93]}], ""meta"": {""created_by"": ""Ryan Maldonado"", ""notes"": ""Security at watch inside big.""}}",2025-05-17T03:00:29
1401,Forecast 1401,"{""forecast_id"": ""FCAST-1401"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [12999.04, 3635.89, 48940.17, 41427.58, 38219.24, 15363.65]}], ""meta"": {""created_by"": ""Corey Rice"", ""notes"": ""Health employee research determine list.""}}",2024-10-28T06:19:02
1402,Forecast 1402,"{""forecast_id"": ""FCAST-1402"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [39539.41, 45217.18, 9999.69, 8067.01, 32749.34, 1754.44]}], ""meta"": {""created_by"": ""Willie Ware"", ""notes"": ""Four story car character another interest evening.""}}",2025-01-08T07:37:30
1403,Forecast 1403,"{""forecast_id"": ""FCAST-1403"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [17773.74, 11519.02, 29797.94, 38011.11, 7953.89, 36895.85]}], ""meta"": {""created_by"": ""Connie Brown"", ""notes"": ""Because short impact these.""}}",2025-01-16T01:45:27
1404,Forecast 1404,"{""forecast_id"": ""FCAST-1404"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46889.44, 36790.84, 29583.71, 15949.45, 41341.35, 40093.98]}], ""meta"": {""created_by"": ""Lauren Moreno"", ""notes"": ""Term four minute machine do.""}}",2024-10-16T05:26:29
1405,Forecast 1405,"{""forecast_id"": ""FCAST-1405"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [24248.56, 9834.43, 31234.18, 11203.96, 9948.95, 32436.09]}], ""meta"": {""created_by"": ""Maria Salazar"", ""notes"": ""Allow spring may class.""}}",2025-07-09T06:58:40
1406,Forecast 1406,"{""forecast_id"": ""FCAST-1406"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [18302.99, 5624.3, 46224.51, 24045.91, 4866.24, 23815.32]}], ""meta"": {""created_by"": ""Larry Hicks"", ""notes"": ""Person yes agency want.""}}",2025-08-27T18:34:27
1407,Forecast 1407,"{""forecast_id"": ""FCAST-1407"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [41098.72, 36289.8, 2181.22, 48563.05, 7562.89, 47452.91]}], ""meta"": {""created_by"": ""Shannon Frey"", ""notes"": ""Technology often oil long visit drop.""}}",2024-09-21T14:14:33
1408,Forecast 1408,"{""forecast_id"": ""FCAST-1408"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [41530.9, 18595.42, 27462.45, 6485.39, 2815.71, 6182.67]}], ""meta"": {""created_by"": ""Shirley Klein"", ""notes"": ""Suggest color say necessary myself left.""}}",2025-04-06T10:53:48
1409,Forecast 1409,"{""forecast_id"": ""FCAST-1409"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [29173.65, 6411.57, 47799.05, 27314.18, 46187.18, 5455.02]}], ""meta"": {""created_by"": ""Shari Blake"", ""notes"": ""Relate risk usually significant.""}}",2024-06-16T20:24:43
1410,Forecast 1410,"{""forecast_id"": ""FCAST-1410"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [40465.74, 27484.14, 20825.57, 38114.95, 14991.25, 30725.87]}], ""meta"": {""created_by"": ""Laura Johnson MD"", ""notes"": ""Deal small difference drug age number.""}}",2025-02-24T23:47:42
1411,Forecast 1411,"{""forecast_id"": ""FCAST-1411"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [27257.17, 21267.57, 24469.51, 21970.03, 44061.6, 49052.57]}], ""meta"": {""created_by"": ""Jeffrey Turner"", ""notes"": ""Second let produce here stock half.""}}",2025-05-14T19:37:32
1412,Forecast 1412,"{""forecast_id"": ""FCAST-1412"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [34048.76, 7218.18, 23716.84, 49957.24, 45484.88, 25509.79]}], ""meta"": {""created_by"": ""Jeffrey Pearson"", ""notes"": ""Quality everybody these both.""}}",2024-02-16T00:42:55
1413,Forecast 1413,"{""forecast_id"": ""FCAST-1413"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [14192.48, 23353.14, 2158.14, 37710.87, 22477.78, 33210.11]}], ""meta"": {""created_by"": ""Danielle Stone"", ""notes"": ""Company friend practice.""}}",2024-11-13T09:27:02
1414,Forecast 1414,"{""forecast_id"": ""FCAST-1414"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [48844.66, 48859.31, 6367.24, 2593.92, 15287.22, 42472.17]}], ""meta"": {""created_by"": ""Anthony Mcgrath"", ""notes"": ""Care free system full.""}}",2025-05-20T14:59:32
1415,Forecast 1415,"{""forecast_id"": ""FCAST-1415"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [7400.85, 22421.98, 3136.99, 20779.53, 37111.88, 38440.47]}], ""meta"": {""created_by"": ""Richard Adams MD"", ""notes"": ""Raise per help.""}}",2025-07-08T10:07:42
1416,Forecast 1416,"{""forecast_id"": ""FCAST-1416"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46731.21, 38658.21, 47177.0, 10878.4, 30788.54, 36787.75]}], ""meta"": {""created_by"": ""Tara Levine"", ""notes"": ""Although season catch significant various travel four.""}}",2024-10-24T10:59:41
1417,Forecast 1417,"{""forecast_id"": ""FCAST-1417"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [7265.02, 10671.64, 16975.73, 12292.6, 27476.29, 25983.21]}], ""meta"": {""created_by"": ""Sarah Lozano"", ""notes"": ""A foot fine human special fish old meeting.""}}",2025-03-28T20:35:05
1418,Forecast 1418,"{""forecast_id"": ""FCAST-1418"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [14250.53, 47282.9, 2914.56, 8728.3, 11976.07, 48307.75]}], ""meta"": {""created_by"": ""Kathleen Drake"", ""notes"": ""Student success news maintain significant director.""}}",2024-04-01T07:54:37
1419,Forecast 1419,"{""forecast_id"": ""FCAST-1419"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21100.7, 14441.73, 10187.09, 36006.38, 1476.69, 4229.99]}], ""meta"": {""created_by"": ""Jason Frazier"", ""notes"": ""Off us mention everything get happen.""}}",2025-07-09T13:44:19
1420,Forecast 1420,"{""forecast_id"": ""FCAST-1420"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9158.49, 37430.54, 25091.73, 47001.22, 8270.84, 1712.7]}], ""meta"": {""created_by"": ""David Shelton"", ""notes"": ""Stand step station structure direction social.""}}",2024-07-04T04:52:17
1421,Forecast 1421,"{""forecast_id"": ""FCAST-1421"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [45230.46, 1073.01, 11198.73, 11672.4, 3987.02, 1890.51]}], ""meta"": {""created_by"": ""Charles Brown"", ""notes"": ""If reason wide stock tonight compare.""}}",2024-02-22T21:12:51
1422,Forecast 1422,"{""forecast_id"": ""FCAST-1422"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [26430.86, 13184.67, 15292.85, 36001.55, 20762.0, 12724.36]}], ""meta"": {""created_by"": ""Dr. Daniel Thompson"", ""notes"": ""Certain suddenly suggest.""}}",2023-11-23T19:39:48
1423,Forecast 1423,"{""forecast_id"": ""FCAST-1423"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6450.26, 1236.63, 26291.74, 29015.13, 39129.1, 49964.34]}], ""meta"": {""created_by"": ""Robert Gutierrez"", ""notes"": ""Woman gas national along perhaps why.""}}",2024-07-15T13:45:37
1424,Forecast 1424,"{""forecast_id"": ""FCAST-1424"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6944.59, 6836.44, 40117.74, 2133.99, 47792.3, 42669.34]}], ""meta"": {""created_by"": ""Melissa Gonzales"", ""notes"": ""Too address then.""}}",2024-04-09T07:27:51
1425,Forecast 1425,"{""forecast_id"": ""FCAST-1425"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19839.67, 37895.46, 31761.0, 41199.6, 7804.32, 25229.13]}], ""meta"": {""created_by"": ""Morgan Miller"", ""notes"": ""Challenge generation without he place.""}}",2024-08-10T17:48:36
1426,Forecast 1426,"{""forecast_id"": ""FCAST-1426"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46757.12, 37366.06, 29516.64, 27064.69, 38893.38, 36611.03]}], ""meta"": {""created_by"": ""Steven Harmon"", ""notes"": ""Site drop thus.""}}",2024-04-27T14:29:37
1427,Forecast 1427,"{""forecast_id"": ""FCAST-1427"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37260.62, 31271.02, 20022.02, 27547.07, 36919.71, 15709.88]}], ""meta"": {""created_by"": ""Mr. Thomas Adams"", ""notes"": ""One thought doctor.""}}",2024-09-20T04:12:26
1428,Forecast 1428,"{""forecast_id"": ""FCAST-1428"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [49460.61, 47596.79, 47197.33, 43463.44, 27833.05, 24521.42]}], ""meta"": {""created_by"": ""Jessica Mcclain"", ""notes"": ""Quickly expect fly woman manage street issue.""}}",2024-06-26T19:41:29
1429,Forecast 1429,"{""forecast_id"": ""FCAST-1429"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [13642.65, 13002.25, 3482.45, 46146.61, 40980.85, 48649.6]}], ""meta"": {""created_by"": ""Robert Kelley"", ""notes"": ""Prevent some blue phone plant away nature.""}}",2024-01-03T09:18:13
1430,Forecast 1430,"{""forecast_id"": ""FCAST-1430"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [26237.45, 34530.55, 13203.02, 6818.29, 5742.27, 41916.6]}], ""meta"": {""created_by"": ""Kyle Farley"", ""notes"": ""Herself exactly stay guess.""}}",2025-03-27T11:35:17
1431,Forecast 1431,"{""forecast_id"": ""FCAST-1431"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47701.52, 5041.61, 5709.94, 44236.64, 16598.7, 33445.49]}], ""meta"": {""created_by"": ""Brent Pittman"", ""notes"": ""Executive cell close represent today.""}}",2025-10-26T13:47:02
1432,Forecast 1432,"{""forecast_id"": ""FCAST-1432"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [28209.5, 19099.62, 13697.76, 25561.18, 38202.25, 48179.78]}], ""meta"": {""created_by"": ""Melody Burton"", ""notes"": ""Weight later general I recent old other.""}}",2024-04-20T19:42:47
1433,Forecast 1433,"{""forecast_id"": ""FCAST-1433"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [16143.25, 48666.14, 10266.52, 13728.94, 42545.36, 1589.88]}], ""meta"": {""created_by"": ""Joann Davis"", ""notes"": ""Skill morning challenge effect author answer.""}}",2023-11-30T16:17:03
1434,Forecast 1434,"{""forecast_id"": ""FCAST-1434"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [18787.92, 16873.15, 12719.5, 21230.77, 2468.6, 16760.93]}], ""meta"": {""created_by"": ""Molly Clark"", ""notes"": ""Address along create culture.""}}",2025-01-09T13:53:02
1435,Forecast 1435,"{""forecast_id"": ""FCAST-1435"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47229.03, 30753.27, 13268.76, 29518.23, 35498.63, 43298.28]}], ""meta"": {""created_by"": ""Kimberly Gates"", ""notes"": ""Statement among majority opportunity.""}}",2023-12-14T22:23:25
1436,Forecast 1436,"{""forecast_id"": ""FCAST-1436"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [22165.18, 8265.22, 3629.76, 3869.45, 7759.46, 44180.49]}], ""meta"": {""created_by"": ""Shawn Rubio"", ""notes"": ""Take hear type watch exactly cause admit generation.""}}",2025-04-04T12:27:20
1437,Forecast 1437,"{""forecast_id"": ""FCAST-1437"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [36329.87, 40695.55, 35610.66, 27414.67, 5488.51, 25842.79]}], ""meta"": {""created_by"": ""Joshua Mccoy"", ""notes"": ""Value before great business research.""}}",2024-06-18T16:38:13
1438,Forecast 1438,"{""forecast_id"": ""FCAST-1438"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [46111.88, 32978.29, 26153.61, 30226.71, 38585.84, 48439.15]}], ""meta"": {""created_by"": ""Mr. Derek Wright DVM"", ""notes"": ""Market will agreement would stuff.""}}",2025-09-06T20:06:01
1439,Forecast 1439,"{""forecast_id"": ""FCAST-1439"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8315.3, 44643.46, 7896.18, 27013.04, 25539.06, 4431.36]}], ""meta"": {""created_by"": ""Terry Brewer"", ""notes"": ""Financial message money candidate.""}}",2024-03-15T18:45:55
1440,Forecast 1440,"{""forecast_id"": ""FCAST-1440"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [13841.92, 16913.32, 7661.22, 12142.67, 45724.39, 32221.5]}], ""meta"": {""created_by"": ""Rebecca Stevens"", ""notes"": ""Two character seat development may common threat.""}}",2025-02-27T06:33:16
1441,Forecast 1441,"{""forecast_id"": ""FCAST-1441"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [10440.02, 16267.08, 47600.71, 11891.19, 49791.54, 1852.45]}], ""meta"": {""created_by"": ""Michael Chambers"", ""notes"": ""Machine perhaps leg well.""}}",2024-03-10T10:46:39
1442,Forecast 1442,"{""forecast_id"": ""FCAST-1442"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15438.3, 8814.05, 5640.36, 38807.89, 47570.47, 28031.36]}], ""meta"": {""created_by"": ""Michelle Stein"", ""notes"": ""Price option star nice.""}}",2024-05-25T05:13:42
1443,Forecast 1443,"{""forecast_id"": ""FCAST-1443"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [17268.76, 27898.65, 34644.31, 46975.14, 31788.75, 39528.79]}], ""meta"": {""created_by"": ""Theresa Smith"", ""notes"": ""Head sign state do inside.""}}",2024-01-30T20:37:54
1444,Forecast 1444,"{""forecast_id"": ""FCAST-1444"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [48753.09, 17951.63, 1877.05, 33612.37, 44720.46, 6606.69]}], ""meta"": {""created_by"": ""Michelle Simpson"", ""notes"": ""Explain movement right need crime show writer.""}}",2024-06-19T15:41:38
1445,Forecast 1445,"{""forecast_id"": ""FCAST-1445"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [2553.65, 23767.77, 9471.76, 3713.69, 21897.06, 2153.05]}], ""meta"": {""created_by"": ""Duane Smith"", ""notes"": ""Fight edge trouble cold.""}}",2025-04-21T21:00:42
1446,Forecast 1446,"{""forecast_id"": ""FCAST-1446"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [5177.4, 28516.32, 26596.21, 23455.78, 2451.61, 36446.91]}], ""meta"": {""created_by"": ""Julie Price"", ""notes"": ""Charge ask significant wait audience.""}}",2025-07-30T17:50:11
1447,Forecast 1447,"{""forecast_id"": ""FCAST-1447"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37536.24, 9613.27, 49196.85, 7230.46, 37015.4, 46336.28]}], ""meta"": {""created_by"": ""Maria Holland"", ""notes"": ""Notice court system current look.""}}",2025-07-27T03:35:11
1448,Forecast 1448,"{""forecast_id"": ""FCAST-1448"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [21933.57, 18191.53, 7129.58, 33088.33, 13960.11, 27085.23]}], ""meta"": {""created_by"": ""Deborah Flowers"", ""notes"": ""Lot use morning side sit.""}}",2024-11-29T22:41:10
1449,Forecast 1449,"{""forecast_id"": ""FCAST-1449"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19338.8, 25390.17, 22039.78, 37820.07, 11995.03, 40929.94]}], ""meta"": {""created_by"": ""Robert Andersen"", ""notes"": ""Only in pay rich a might scientist door.""}}",2025-07-28T09:54:12
1450,Forecast 1450,"{""forecast_id"": ""FCAST-1450"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [44669.07, 45758.87, 37942.05, 16290.77, 36544.9, 48561.61]}], ""meta"": {""created_by"": ""Thomas Garcia"", ""notes"": ""Interesting southern more edge.""}}",2024-08-14T09:43:23
1451,Forecast 1451,"{""forecast_id"": ""FCAST-1451"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15967.61, 9707.51, 8072.0, 22550.49, 49391.21, 42754.38]}], ""meta"": {""created_by"": ""James Watson"", ""notes"": ""Reduce form lawyer must foreign should.""}}",2024-06-19T19:27:14
1452,Forecast 1452,"{""forecast_id"": ""FCAST-1452"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [15692.44, 41435.65, 2232.51, 31479.92, 17311.92, 1335.34]}], ""meta"": {""created_by"": ""Edwin Ruiz"", ""notes"": ""More animal usually check southern task popular.""}}",2024-07-21T17:07:34
1453,Forecast 1453,"{""forecast_id"": ""FCAST-1453"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [25461.81, 37432.56, 31670.15, 11042.93, 36862.56, 25099.09]}], ""meta"": {""created_by"": ""Anna Ruiz"", ""notes"": ""Hold production eight seem move industry stuff.""}}",2024-11-18T21:09:27
1454,Forecast 1454,"{""forecast_id"": ""FCAST-1454"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [8296.14, 12509.04, 28358.38, 21670.93, 25067.28, 21081.78]}], ""meta"": {""created_by"": ""Mr. Craig Gonzalez"", ""notes"": ""Degree public then.""}}",2024-09-02T01:02:05
1455,Forecast 1455,"{""forecast_id"": ""FCAST-1455"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [9284.77, 47069.86, 38086.25, 37723.21, 7184.66, 23483.52]}], ""meta"": {""created_by"": ""Richard Jensen"", ""notes"": ""Between fast strategy everything join light effect arrive.""}}",2025-07-05T02:02:24
1456,Forecast 1456,"{""forecast_id"": ""FCAST-1456"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [47682.99, 20317.81, 49356.42, 25960.01, 42517.9, 35476.03]}], ""meta"": {""created_by"": ""Jason Sullivan"", ""notes"": ""Expert family moment action public physical left.""}}",2024-12-05T20:05:37
1457,Forecast 1457,"{""forecast_id"": ""FCAST-1457"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [19983.92, 18203.04, 35240.71, 20609.28, 8479.5, 7371.08]}], ""meta"": {""created_by"": ""Rebecca Moreno"", ""notes"": ""Choice call travel present.""}}",2025-03-09T01:19:10
1458,Forecast 1458,"{""forecast_id"": ""FCAST-1458"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [49194.69, 47863.24, 31448.66, 22654.56, 49891.7, 42762.76]}], ""meta"": {""created_by"": ""Mark Mayer"", ""notes"": ""Born end coach day thus happen agreement goal.""}}",2023-12-04T16:25:12
1459,Forecast 1459,"{""forecast_id"": ""FCAST-1459"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [22657.89, 42956.7, 14208.56, 31553.72, 24191.94, 41663.6]}], ""meta"": {""created_by"": ""Cynthia Johnson"", ""notes"": ""Every I create.""}}",2024-07-28T18:54:28
1460,Forecast 1460,"{""forecast_id"": ""FCAST-1460"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [33457.18, 29330.87, 32316.49, 18718.68, 2788.47, 48773.39]}], ""meta"": {""created_by"": ""Mr. Eric Berry"", ""notes"": ""Eye hundred ok right up society.""}}",2024-05-25T03:12:04
1461,Forecast 1461,"{""forecast_id"": ""FCAST-1461"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [6333.8, 26002.73, 25529.33, 24685.26, 15765.52, 8133.15]}], ""meta"": {""created_by"": ""Mr. Keith Wilson II"", ""notes"": ""Ok idea important activity current could.""}}",2024-01-25T02:24:03
1462,Forecast 1462,"{""forecast_id"": ""FCAST-1462"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [12529.38, 43340.63, 40773.06, 16072.38, 16054.69, 21544.53]}], ""meta"": {""created_by"": ""James Morton"", ""notes"": ""Deep knowledge manage someone.""}}",2025-05-18T23:51:22
1463,Forecast 1463,"{""forecast_id"": ""FCAST-1463"", ""series"": [{""x"": [""2025-01"", ""2025-02"", ""2025-03"", ""2025-04"", ""2025-05"", ""2025-06""], ""y"": [37207.11, 19541.78, 8465.66, 6412.68, 5257.15, 39740.87]}], ""meta"": {""created_by"": ""Robert Ayers"", ""notes"": ""Cell walk point year rule once wear.""}}",2025-09-24T21:13:56
